domain,block_type,doi,title,attempted_url
academicjournals.org,html_landing_page,10.5897/ijps.9000589,Theoretical investigations for electronic structures and photodissociation of bromine molecule,https://academicjournals.org/journal/IJPS/article-abstract/279438A28097
aip.scitation.org,html_landing_page,10.1063/1.1398101,<i>Ab initio</i> A′1 ground potential energy surface and transition state theory kinetics study of t,https://aip.scitation.org/doi/pdf/10.1063/1.1398101
aip.scitation.org,html_landing_page,10.1063/1.1398103,Simulation of Ã 1B1→X 1A1 CF2 single vibronic level emissions: Including anharmonic and Duschinsky e,https://aip.scitation.org/doi/pdf/10.1063/1.1398103
aip.scitation.org,html_landing_page,10.1063/1.1408298,<i>Ab initio</i> CASPT2//CASSCF study of the O(1D)+H2O(X 1A1) reaction,https://aip.scitation.org/doi/pdf/10.1063/1.1408298
aip.scitation.org,html_landing_page,10.1063/1.1408301,"<i>Ab initio</i>, VTST, and QCT study of the 1 2A″ potential energy surface of the N(2D)+O2(X 3Σg−)→",https://aip.scitation.org/doi/pdf/10.1063/1.1408301
aip.scitation.org,html_landing_page,10.1063/1.1427714,Photodissociation of O2 in the Herzberg continuum. I. <i>Ab initio</i> calculation of potential ener,https://aip.scitation.org/doi/pdf/10.1063/1.1427714
aip.scitation.org,html_landing_page,10.1063/1.1554271,"Potential energy functions of the X 2B1, Ã 2B2, B 2A1, and C 2A2 states of Cl2O+ and the X 1A1 state",https://aip.scitation.org/doi/pdf/10.1063/1.1554271
aip.scitation.org,html_landing_page,10.1063/1.2128335,Theoretical Investigation of HS2 Radical and Its Positive Ion,https://aip.scitation.org/doi/pdf/10.1063/1.2128335
aip.scitation.org,html_landing_page,10.1063/1.2128372,Accurate ab Initio Study of the C3S Molecule,https://aip.scitation.org/doi/pdf/10.1063/1.2128372
aip.scitation.org,html_landing_page,10.1063/1.2187974,The electronic structure of oxo-Mn(salen): Single-reference and multireference approaches,https://aip.scitation.org/doi/pdf/10.1063/1.2187974
aip.scitation.org,html_landing_page,10.1063/1.2196410,Canonical transformation theory for multireference problems,https://aip.scitation.org/doi/pdf/10.1063/1.2196410
aip.scitation.org,html_landing_page,10.1063/1.2646522,Photodissociation of vibrationally excited SH and SD radicals at 288 and 291nm: The S(D21) channel,https://aip.scitation.org/doi/pdf/10.1063/1.2646522
aip.scitation.org,html_landing_page,10.1063/1.2710268,"Cluster-enhanced X–O2 photochemistry (X=CH3I, C3H6, C6H12, and Xe)",https://aip.scitation.org/doi/pdf/10.1063/1.2710268
aip.scitation.org,html_landing_page,10.1063/1.2790892,<i>Ab initio</i> calculations on the XA′1 and AA″1 states of HPO and Franck-Condon simulation of the,https://aip.scitation.org/doi/pdf/10.1063/1.2790892
aip.scitation.org,html_landing_page,10.1063/1.2800023,Linear and nonlinear optical properties of some organoxenon derivatives,https://aip.scitation.org/doi/pdf/10.1063/1.2800023
aip.scitation.org,html_landing_page,10.1063/1.3122542,"Excited states of Nb3N2 and Nb3C2: Density functional theory, CASSCF, and MRCI studies",https://aip.scitation.org/doi/pdf/10.1063/1.3122542
aip.scitation.org,html_landing_page,10.1063/1.3491264,Theoretical characterization of the SiC3H− anion,https://aip.scitation.org/doi/pdf/10.1063/1.3491264
aip.scitation.org,html_landing_page,10.1063/1.470619,<i>Ab</i> <i>initio</i> model potential study of the optical absorption spectrum of Mn2+-doped CaF2,https://aip.scitation.org/doi/pdf/10.1063/1.470619
aip.scitation.org,html_landing_page,10.1063/1.480854,A theoretical study of the 1B2u and 1B1u vibronic bands in benzene,https://aip.scitation.org/doi/pdf/10.1063/1.480854
aip.scitation.org,html_landing_page,10.1063/1.4810748,Communication: Extension of a universal explicit electron correlation correction to general complete,https://aip.scitation.org/doi/pdf/10.1063/1.4810748
aip.scitation.org,html_landing_page,10.1063/1.4818727,"Communication: Electronic UV-Vis transient spectra of the ·OH reaction products of uracil, thymine, ",https://aip.scitation.org/doi/pdf/10.1063/1.4818727
aip.scitation.org,html_landing_page,10.1063/1.4853655,N1s and O1s double ionization of the NO and N2O molecules,https://aip.scitation.org/doi/pdf/10.1063/1.4853655
aip.scitation.org,html_landing_page,10.1063/1.4866447,Communication: The dark singlet state as a doorway state in the ultrafast and efficient intersystem ,https://aip.scitation.org/doi/pdf/10.1063/1.4866447
aip.scitation.org,html_landing_page,10.1063/1.4875695,Computational approach to the study of thermal spin crossover phenomena,https://aip.scitation.org/doi/pdf/10.1063/1.4875695
aip.scitation.org,html_landing_page,10.1063/1.4901328,Communication: Smoothing out excited-state dynamics: Analytical gradients for dynamically weighted c,https://aip.scitation.org/doi/pdf/10.1063/1.4901328
aip.scitation.org,html_landing_page,10.1063/1.4914922,Polarizable embedding with a multiconfiguration short-range density functional theory linear respons,https://aip.scitation.org/doi/pdf/10.1063/1.4914922
aip.scitation.org,html_landing_page,10.1063/1.4941608,Photoionization of furan from the ground and excited electronic states,https://aip.scitation.org/doi/pdf/10.1063/1.4941608
aip.scitation.org,html_landing_page,10.1063/1.4971856,<i>Ab initio</i> quantum–chemical computations of the electronic states in HgBr2 and IBr: Molecules ,https://aip.scitation.org/doi/pdf/10.1063/1.4971856
aip.scitation.org,html_landing_page,10.1063/1.4990661,"Potential energy and dipole moment surfaces of the triplet states of the O2(X3Σg−) − O2(X3Σg−,a1Δg,b",https://aip.scitation.org/doi/pdf/10.1063/1.4990661
aip.scitation.org,html_landing_page,10.1063/1.4998150,The ionic states of difluoromethane: A reappraisal of the low energy photoelectron spectrum includin,https://aip.scitation.org/doi/pdf/10.1063/1.4998150
aip.scitation.org,html_landing_page,10.1063/1.5092613,CASSCF linear response calculations for large open-shell molecules,https://aip.scitation.org/doi/pdf/10.1063/1.5092613
aip.scitation.org,html_landing_page,10.1063/5.0004835,Modern quantum chemistry with [Open]Molcas,https://aip.scitation.org/doi/pdf/10.1063/5.0004835
aip.scitation.org,html_landing_page,10.1063/5.0042147,CAS without SCF—Why to use CASCI and where to get the orbitals,https://aip.scitation.org/doi/pdf/10.1063/5.0042147
aip.scitation.org,html_landing_page,10.1063/5.0048146,Model protein excited states: MRCI calculations with large active spaces vs CC2 method,https://aip.scitation.org/doi/pdf/10.1063/5.0048146
aip.scitation.org,html_landing_page,10.1063/5.0055522,Software for the frontiers of quantum chemistry: An overview of developments in the Q-Chem 5 package,https://aip.scitation.org/doi/pdf/10.1063/5.0055522
aip.scitation.org,html_landing_page,10.1063/5.0112556,Multistate electronic quenching: Nonadiabatic pathways in NO A 2Σ+ + O2X 3Σg− scattering,https://aip.scitation.org/doi/pdf/10.1063/5.0112556
amu.hal.science,html_landing_page,10.1021/acs.jctc.5b00945,Probing the Photodynamics of Rhodopsins with Reduced Retinal Chromophores,https://amu.hal.science/hal-01409056
amu.hal.science,html_landing_page,10.1039/c8cp00657a,Ultrafast photochemistry of free-base porphyrin: a theoretical investigation of B → Q internal conve,https://amu.hal.science/hal-02079633
archive-ouverte.unige.ch,html_landing_page,10.1016/s0301-0104(96)00216-9,"Interstellar silicon-nitrogen chemistry. I. The microwave and the infrared signatures of the HSiN, H",https://archive-ouverte.unige.ch/unige:2814
archive-ouverte.unige.ch,html_landing_page,10.1021/acs.jpca.4c04148,Improving the Accuracy in the Prediction of Transition-Metal Spin-State Energetics Using a Robust Va,https://archive-ouverte.unige.ch/unige:184257
archive-ouverte.unige.ch,html_landing_page,10.1021/ic001355m,A Theoretical Study of the Structure of Tricarbonatodioxouranate,https://archive-ouverte.unige.ch/unige:3526
archive-ouverte.unige.ch,html_landing_page,10.1021/ic011076e,Coordination of the Neptunyl Ion with Carbonate Ions and Water:  A Theoretical Study,https://archive-ouverte.unige.ch/unige:3728
archive-ouverte.unige.ch,html_landing_page,10.1021/ja066615z,"Exploring the Actinide−Actinide Bond:  Theoretical Studies of the Chemical Bond in Ac<sub>2</sub>, T",https://archive-ouverte.unige.ch/unige:3636
archive-ouverte.unige.ch,html_landing_page,10.1021/jp012888z,On the Electronic Structure of the UO<sub>2</sub>Molecule,https://archive-ouverte.unige.ch/unige:3729
archive-ouverte.unige.ch,html_landing_page,10.1063/1.1710046,Comparison of density functionals for energy and structural differences between the high- [5T2g: (t2,https://archive-ouverte.unige.ch/unige:3615
archive-ouverte.unige.ch,html_landing_page,10.1063/1.470953,Interstellar silicon–nitrogen chemistry. III. The spectral signatures of the H2SiN+ molecular ion,https://archive-ouverte.unige.ch/unige:2968
archive-ouverte.unige.ch,html_landing_page,10.13097/archive-ouverte/unige:104838,"Computational chemistry studies of carbohydrates, fullerenes and other systems: molecular mechanics ",https://archive-ouverte.unige.ch/unige:104838
ars.els-cdn.com,html_landing_page,10.1016/j.comptc.2016.04.029,Ab initio multi-reference perturbation theory calculations of the ground and low-lying electronic st,https://ars.els-cdn.com/content/image/1-s2.0-S2210271X16301645-fx1_lrg.jpg
ars.els-cdn.com,html_landing_page,10.1016/j.comptc.2017.01.008,Ab initio multi-reference perturbation theory calculations of the ground and some excited electronic,https://ars.els-cdn.com/content/image/1-s2.0-S2210271X17300154-fx1_lrg.jpg
ars.els-cdn.com,html_landing_page,10.1016/j.comptc.2017.03.046,Multi-reference perturbation theory study on the CsYb molecule including the spin-orbit coupling,https://ars.els-cdn.com/content/image/1-s2.0-S2210271X17301822-fx1_lrg.jpg
ars.els-cdn.com,html_landing_page,10.1016/j.comptc.2019.01.014,Insight into the optical properties of meso-pentafluorophenyl(PFP)-BODIPY: An attractive platform fo,https://ars.els-cdn.com/content/image/1-s2.0-S2210271X19300167-ga1_lrg.jpg
ars.els-cdn.com,html_landing_page,10.1016/j.cplett.2011.09.041,Many-body study of the photoisomerization of the minimal model of the retinal protonated Schiff base,https://ars.els-cdn.com/content/image/1-s2.0-S0009261411011687-fx1_lrg.jpg
ars.els-cdn.com,html_landing_page,10.1016/j.cplett.2017.03.007,Comparison of ultrafast electron and X-ray diffraction – A computational study,https://ars.els-cdn.com/content/image/1-s2.0-S0009261417302191-fx1_lrg.jpg
article.sciencepg.com,html_landing_page,10.11648/j.ijctc.20231101.13,Molecule-Adapted Gaussian Basis Sets Generated in Multi-Parallel Hartree-Fock Scheme,https://article.sciencepg.com/pdf/10.11648.j.ijctc.20231101.13
authorea.com,403_forbidden,10.22541/au.160331958.81029418/v1,"Backstory of  ""Molcas 8: New capabilities for multiconfigurational quantum chemical calculations acr",https://www.authorea.com/doi/pdf/10.22541/au.160331958.81029418
authorea.com,403_forbidden,10.22541/au.162028527.72939370/v1,New Implementation of Spin-orbit Coupling Calculation on Multi-configuration Electron Correlation Th,https://www.authorea.com/doi/pdf/10.22541/au.162028527.72939370/v1
authorea.com,403_forbidden,10.22541/au.163487764.48232499/v1,Theoretical Study of 8-hydroxyquinoline Derivatives as Potential Antennas in Lanthanide complexes: P,https://www.authorea.com/doi/pdf/10.22541/au.163487764.48232499
authorea.com,403_forbidden,10.22541/au.164964963.37769514/v1,Aufbau Principle and Singlet-Triplet Gap in Spherical Hooke Atoms,https://www.authorea.com/doi/pdf/10.22541/au.164964963.37769514
authorea.com,403_forbidden,10.22541/au.165293470.03279945/v1,"On the three lowest spin states of Na 13 + . Hybrid DFT and Benchmark CASSCF(12,12)+CASPT2 studies",https://www.authorea.com/doi/pdf/10.22541/au.165293470.03279945
authorea.com,403_forbidden,10.22541/au.172474666.62099599/v1,"Computational study of the structural, energetic, and spectroscopy properties of Enterobactin",https://www.authorea.com/doi/pdf/10.22541/au.172474666.62099599/v1
cdnsciencepub.com,403_forbidden,10.1139/v94-046,On the structure of S<sub>4</sub><sup>2+</sup> and its formation from 2S<sub>2</sub><sup>+</sup><sub,https://cdnsciencepub.com/doi/pdf/10.1139/v94-046
cell.com,403_forbidden,10.1016/j.chempr.2021.06.015,Uncovering pseudo-doublet ground states innate to U(IV) complexes through magnetism,http://www.cell.com/article/S2451929421003193/pdf
cell.com,403_forbidden,10.1016/j.heliyon.2025.e43697,Restriction of photoisomerization from the perspective of deviation from head-on conical deactivatio,https://www.cell.com/heliyon/pdf/S2405-8440(25)02083-3.pdf
cell.com,403_forbidden,10.1016/j.matt.2024.01.002,Rational design of organic molecules with inverted gaps between the first excited singlet and triple,http://www.cell.com/article/S259023852400002X/pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2021-pjvv1,Machine-Learned Functionals for Strongly Correlated Systems,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60ce2e1bfca49046bfc811a8/original/machine-learned-functionals-for-strongly-correlated-systems.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2021-pjvv1-v2,Machine-Learned Energy Functionals for Strongly Correlated Systems,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60d5fb88926ad07c08031fc4/original/machine-learned-energy-functionals-for-strongly-correlated-systems.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2021-xtlzj,"Hydration dynamics gives the distinctive brown color in the ""brown ring"" nitrate test",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6156f61caef99c9201089eeb/original/hydration-dynamics-gives-the-distinctive-brown-color-in-the-brown-ring-nitrate-test.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-2sqgf,Identical Spin Multi-State Reactivity Towards C-H Bond Activation in High-valent Fe/Mn-Oxo/Hydroxo S,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/624171c3202c065d31e45660/original/identical-spin-multi-state-reactivity-towards-c-h-bond-activation-in-high-valent-fe-mn-oxo-hydroxo-species.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-59f1v,Multireference Study of Optically Addressable Vanadium-based Molecular Qubit Candidates,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/627ecc7ea42e9c06ec3ff7f4/original/multireference-study-of-optically-addressable-vanadium-based-molecular-qubit-candidates.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-8mc2h,A multiconfigurational approach to the electronic structure of electro-generated species of the Re2(,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/63274c9cea6a22436cf4d5d9/original/a-multiconfigurational-approach-to-the-electronic-structure-of-electro-generated-species-of-the-re2-ph2pch2p-ph2-s2cn-et2-4-complex.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-8mc2h-v2,A multiconfigurational approach to the electronic structure of electro-generated species of the Re2(,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/63317c0efee74e6c544af272/original/a-multiconfigurational-approach-to-the-electronic-structure-of-electro-generated-species-of-the-re2-ph2pch2p-ph2-s2cn-et2-4-complex.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-8r90r,Boronated Cyanometallates,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/62c61961cd7a997651bb8fd3/original/boronated-cyanometallates.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-8r90r-v2,Boronated Cyanometallates,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/62f30bca69f3a508d0b1f498/original/boronated-cyanometallates.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-8r90r-v3,Boronated Cyanometallates,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/630d11a5521cb784ceab1436/original/boronated-cyanometallates.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-9g7fd,Large-Scale Benchmarking of Multireference Vertical-Excitation Calculations via Automated Active-Spa,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/62a95c0604a3a9132b476088/original/large-scale-benchmarking-of-multireference-vertical-excitation-calculations-via-automated-active-space-selection.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-c6tz8,Impact of Spin-Phonon Coupling on MagneticRelaxation of a Co(II) Single-Molecule Magnet,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/63181c790429d64d3e95708a/original/impact-of-spin-phonon-coupling-on-magnetic-relaxation-of-a-co-ii-single-molecule-magnet.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-c6tz8-v2,Impact of Spin-Phonon Coupling on MagneticRelaxation of a Co(II) Single-Molecule Magnet,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6401ff6d63e8d44e594e43bf/original/impact-of-spin-phonon-coupling-on-magnetic-relaxation-of-a-co-ii-single-molecule-magnet.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-cncp2,MoBioTools: A Toolkit to Setup QM/MMCalculations,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/627a576f7087673ae24d6f44/original/mo-bio-tools-a-toolkit-to-setup-qm-mm-calculations.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-dnstl,Actinide Arene-Metalates: 2. A Neutral Uranium Bis(Anthracenide) Sandwich Complex and Elucidation of,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/62a176e5769c5e664049856b/original/actinide-arene-metalates-2-a-neutral-uranium-bis-anthracenide-sandwich-complex-and-elucidation-of-its-electronic-structure.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-f7tc8,The Nature of Metal-Metal Bonding in Re- and Os-Corrole Dimer,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/62150fbfde88802811f164fd/original/the-nature-of-metal-metal-bonding-in-re-and-os-corrole-dimer.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-kc0k3,An analytic linear vibronic coupling method for first-principles spin-dynamics calculations in singl,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/62a3ac2fb749a05eb99f26a8/original/an-analytic-linear-vibronic-coupling-method-for-first-principles-spin-dynamics-calculations-in-single-molecule-magnets.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-mk6fs,Mechanism of Nitrogen-Carbon Bond Formation From Iron(IV) Disilylhydrazido Intermediates During N2 R,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/637c37c121b45c37f424741b/original/mechanism-of-nitrogen-carbon-bond-formation-from-iron-iv-disilylhydrazido-intermediates-during-n2-reduction.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-n4fbb,Structure and Bonding Patterns in Heterometallic Organometallics with Short and Rare Ln-Pd Distances,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/635b86322e0c6312263fbda6/original/structure-and-bonding-patterns-in-heterometallic-organometallics-with-short-and-rare-ln-pd-distances.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-q86dm,Fully Delocalized Mixed-Valent Cu1.5Cu1.5 Complex: Strong Cu-Cu Interaction and Fast Electron Self-E,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/635836aeaca1986e48e5031d/original/fully-delocalized-mixed-valent-cu1-5cu1-5-complex-strong-cu-cu-interaction-and-fast-electron-self-exchange-rate-despite-large-structural-changes.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-w3x91,Multiconfigurational calculations and photodynamics describe norbornadiene photochemistry,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/637b987f08212917e1ff8a0a/original/multiconfigurational-calculations-and-photodynamics-describe-norbornadiene-photochemistry.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-w3x91-v2,Multiconfigurational calculations and photodynamics describe norbornadiene photochemistry,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/637d274d9b5b807394d1d08f/original/multiconfigurational-calculations-and-photodynamics-describe-norbornadiene-photochemistry.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-wgdf7,Kylin 1.0: An Ab-Initio Density Matrix Renormalization Group Quantum Chemistry Program,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/638589294b1a5f25a090e82e/original/kylin-1-0-an-ab-initio-density-matrix-renormalization-group-quantum-chemistry-program.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-z1trp,Accurate Spin-Orbit Coupling and Intersystem Crossing by Relativistic Mixed-Reference Spin-Flip (MRS,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6352d75daa2784f9f746e899/original/accurate-spin-orbit-coupling-and-intersystem-crossing-by-relativistic-mixed-reference-spin-flip-mrsf-tddft.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-zm9hv,Algorithm for Analytic Nuclear Energy Gradients of State Averaged DMRG-CASSCF Theory with Newly Deri,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/63474b761f323daea157fac9/original/algorithm-for-analytic-nuclear-energy-gradients-of-state-averaged-dmrg-casscf-theory-with-newly-derived-coupled-perturbed-equations.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2022-zm9hv-v2,Algorithm for Analytic Nuclear Energy Gradients of State Averaged DMRG-CASSCF Theory with Newly Deri,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/638c586c92f084781826bfa9/original/algorithm-for-analytic-nuclear-energy-gradients-of-state-averaged-dmrg-casscf-theory-with-newly-derived-coupled-perturbed-equations.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-296cq,Phosphonium-substituted Diphosphaindenylide (PPI): Exploration of Biradical Character and Ligand Pro,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/64ff131599918fe537c23eb0/original/phosphonium-substituted-diphosphaindenylide-ppi-exploration-of-biradical-character-and-ligand-properties.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-70tx9,Chemical bond overlap descriptors from multiconfiguration wavefunctions,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/65248ca245aaa5fdbba1cc26/original/chemical-bond-overlap-descriptors-from-multiconfiguration-wavefunctions.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-8l8nw,Potential energy surface of Li–O2 system for cold collisions,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/64186d92dab08ad68f69feb0/original/potential-energy-surface-of-li-o2-system-for-cold-collisions.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-9z6bg,Chelate Complexes of 3d Transition Metal Ions – A Challenge for Electronic-Structure Methods?,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6570363729a13c4d47c44f7c/original/chelate-complexes-of-3d-transition-metal-ions-a-challenge-for-electronic-structure-methods.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-9z6bg-v2,Chelate Complexes of 3d Transition Metal Ions – A Challenge for Electronic-Structure Methods?,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6647a78791aefa6ce147b5e6/original/chelate-complexes-of-3d-transition-metal-ions-a-challenge-for-electronic-structure-methods.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-clcrj,High-Spin Blatter’s Triradicals,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/644036f971383d0921f8ca9d/original/high-spin-blatter-s-triradicals.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-f2fm3,Ab Initio Molecular Cavity Quantum Electrodynamics Simulations Using Machine Learning Models,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/63daff3ed8f55fd0aa9cd7e8/original/ab-initio-molecular-cavity-quantum-electrodynamics-simulations-using-machine-learning-models.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-f7qnk,Local Oxidation States in {FeNO}6–8 Porphyrins: Insights from DMRG/CASSCF-CASPT2 Calculations,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/64ca1564dfabaf06ff925ee2/original/local-oxidation-states-in-fe-no-6-8-porphyrins-insights-from-dmrg-casscf-caspt2-calculations.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-fcl8s,Predicting Magnetic Coupling and Spin-Polarization Energy in Triangulene Analogues,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/63ee6184fcfb27a31fe5dd9f/original/predicting-magnetic-coupling-and-spin-polarization-energy-in-triangulene-analogues.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-fcl8s-v2,Predicting Magnetic Coupling and Spin-Polarization Energy in Triangulene Analogues,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6438281108c86922ffeb681b/original/predicting-magnetic-coupling-and-spin-polarization-energy-in-triangulene-analogues.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-fgr88,Consistent Improvement on Both Exchange and Correlation within Hybrid Multiconfiguration Pair-densit,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/63f8295432cd591f1263fd94/original/consistent-improvement-on-both-exchange-and-correlation-within-hybrid-multiconfiguration-pair-density-functional-theory-t-b4lyp.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-h7tsp,Identification of New Inverted Singlet-Triplet Cores by High--Throughput Virtual Screening,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/646dc5e8b3dd6a6530a5c193/original/identification-of-new-inverted-singlet-triplet-cores-by-high-throughput-virtual-screening.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-h7tsp-v2,Identification of New Inverted Singlet-Triplet Cores by High--Throughput Virtual Screening,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/646efb89be16ad5c57df9820/original/identification-of-new-inverted-singlet-triplet-cores-by-high-throughput-virtual-screening.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-h7tsp-v3,Identification of Unknown Inverted Singlet-Triplet Cores by High--Throughput Virtual Screening,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/64b7837cb605c6803bfb0834/original/identification-of-unknown-inverted-singlet-triplet-cores-by-high-throughput-virtual-screening.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-m5s0w,Characterising conical intersections in DNA/RNA nucleobases with multiconfigurational wave functions,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6474b14ae64f843f41f7aebd/original/characterising-conical-intersections-in-dna-rna-nucleobases-with-multiconfigurational-wave-functions-of-varying-active-space-size.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-m5s0w-v2,Characterising conical intersections in DNA/RNA nucleobases with multiconfigurational wave functions,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/652da604bda59ceb9ab83596/original/characterising-conical-intersections-in-dna-rna-nucleobases-with-multiconfigurational-wave-functions-of-varying-active-space-size.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-n3lh0,A Dynamically Weighted Constrained Complete Active Space Ansatz for Constructing Multiple Potential ,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/64190d9caad2a62ca1155dd1/original/a-dynamically-weighted-constrained-complete-active-space-ansatz-for-constructing-multiple-potential-energy-surfaces-within-the-anderson-holstein-model.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-nh571,Complete active space methods for NISQ devices: The importance of canonical orbital optimization for,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/63d7dd49ab681c2c9d20db9a/original/complete-active-space-methods-for-nisq-devices-the-importance-of-canonical-orbital-optimization-for-accuracy-and-noise-resilience.pdf
