entry_id,structure_file,structure_provenance,compound_name,system_class,formula,metal_center,metal_ox_state,d_electron_count,ligand_set,point_group,geometry_source,method,software,basis_set,relativistic_treatment,soc_included,ss_included,active_space_nel,active_space_norb,active_space_orbital_description,active_space_protocol,multiplicities_studied,nroots_per_mult,ground_state_mult,electronic_structure_description,Other,reference_short,reference_doi,year,notes,correlation_correction,entry_type,mining_model,open_access
W7133209380-o,,,[Nd(H2O)*8]3+ alternative aquo geometry,molecule,Nd(H2O)8^3+,Nd,+3,4f3,8 water ligands,,,X2C-CASSCF,PySCF; CFOUR; X2CAMF,"uncontracted aug-cc-pVTZ (O,S); Dyall aVTZ (Se,Te); VTZ-SO (Nd) and SFX2C-1e cc-pVDZ (O,H)",X2C,yes,,3,14,fourteen Nd 4f spinors,"X2C-CASSCF(3e,14 spinors); starred structural model",,,,,,Relativistic CASSCF benchmarks for chalcogen diatomics and Nd aquo complexes (2026),10.48550/arxiv.2602.24236,2026,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",none,llm_mining,gpt-5.6,yes
W7133209380-p,,,[Nd(H2O)*9]3+ alternative aquo geometry,molecule,Nd(H2O)9^3+,Nd,+3,4f3,9 water ligands,,,X2C-CASSCF,PySCF; CFOUR; X2CAMF,"uncontracted aug-cc-pVTZ (O,S); Dyall aVTZ (Se,Te); VTZ-SO (Nd) and SFX2C-1e cc-pVDZ (O,H)",X2C,yes,,3,14,fourteen Nd 4f spinors,"X2C-CASSCF(3e,14 spinors); starred structural model",,,,,,Relativistic CASSCF benchmarks for chalcogen diatomics and Nd aquo complexes (2026),10.48550/arxiv.2602.24236,2026,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",none,llm_mining,gpt-5.6,yes
W7134851058-a,,,ozone,molecule,O3,,,,,,,SA-MCSCF; internally contracted MRCI(Q),MOLPRO,aug-cc-pVQZ,,,,18,12,full valence space used for the production seven-state surfaces,"7-state-averaged MCSCF CAS(18,12); smaller CAS(12,9) and larger CAS(24,15) tested",1,7 singlet states,,,,Multi-state ab initio potential-energy surfaces for ozone (2026),10.48550/arxiv.2603.07089,2026,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",MRCI,llm_mining,gpt-5.6,yes
W2084250155-a,,,hydroperoxyl radical,molecule,HOO,,,,,,B3LYP/aug-cc-pVDZ optimized geometry,state-averaged CASSCF; CASPT2,MOLCAS 4,aug-cc-pVDZ,,,,9,10,medium valence-selected space plus three virtual orbitals,largest CAS used after 9e/7o medium-space convergence test,,,,,,"Sousa, de Graaf, and Pacchioni, Peroxy radicals in silica (2001)",10.1063/1.1355986,2001,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2,llm_mining,gpt-5.6,yes
W2084250155-b,,,methylperoxyl radical,molecule,CH3OO,,,,,,B3LYP/aug-cc-pVDZ optimized geometry,state-averaged CASSCF; CASPT2,MOLCAS 4,aug-cc-pVDZ,,,,13,13,medium valence-selected space plus three virtual orbitals,largest CAS used after 13e/10o medium-space convergence test,,,,,,"Sousa, de Graaf, and Pacchioni, Peroxy radicals in silica (2001)",10.1063/1.1355986,2001,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2,llm_mining,gpt-5.6,yes
W2084250155-c,,,nonbridging-oxygen defect silica cluster (OH)3SiO radical,molecule,(OH)3SiO,,,,,,B3LYP/aug-cc-pVDZ optimized geometry,state-averaged CASSCF; CASPT2,MOLCAS 4,aug-cc-pVDZ,,,,13,13,highest occupied valence and selected virtual orbitals,"CASSCF(13,13) reference",,,,Finite hydroxyl-terminated cluster model of the NBO point defect in silica.,,"Sousa, de Graaf, and Pacchioni, Peroxy radicals in silica (2001)",10.1063/1.1355986,2001,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2,llm_mining,gpt-5.6,yes
W2084250155-d,,,peroxy-radical defect silica cluster (OH)3SiOO radical,molecule,(OH)3SiOO,,,,,,B3LYP/aug-cc-pVDZ optimized geometry,state-averaged CASSCF; CASPT2,MOLCAS 4,aug-cc-pVDZ,,,,11,12,highest occupied valence and selected virtual orbitals,"CASSCF(11,12) reference",,,,Finite hydroxyl-terminated cluster model of the POR point defect in silica.,,"Sousa, de Graaf, and Pacchioni, Peroxy radicals in silica (2001)",10.1063/1.1355986,2001,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2,llm_mining,gpt-5.6,yes
W2324347976-a,,,9-methylhypoxanthine,molecule,C6H6N4O,,,,,,,SA-CASSCF; CASPT2,MOLPRO 2009; COLUMBUS 7.0; Newton-X,6-31G*,,,,10,8,five pi and three pi* orbitals,"SA2-CASSCF(10,8) nonadiabatic dynamics",1,2 singlet roots,,,,Ab initio insights on the photophysics of 9-methylhypoxanthine (2016),10.1080/00268976.2016.1164348,2016,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2,llm_mining,gpt-5.6,no
W2324347976-b,,,9-methylhypoxanthine,molecule,C6H6N4O,,,,,,,SA-CASSCF; CASPT2,MOLPRO 2009; COLUMBUS 7.0; Newton-X,cc-pVTZ,,,,18,13,"three n, six pi, and four pi* orbitals","CASSCF(18,13)/CASPT2 vertical-excitation calculation; six A' and four A'' singlets",1,10 singlet roots,,,,Ab initio insights on the photophysics of 9-methylhypoxanthine (2016),10.1080/00268976.2016.1164348,2016,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2,llm_mining,gpt-5.6,no
W4417492957-a,,,[Er(PPTMP)2(H2O)](OTf)3,molecule,,Er,+3,4f11,"two PPTMP ligands, one water ligand, three triflate counterions",,experimental crystal structure with H positions optimized at B3LYP-D4/def2-TZVP,ROHF; tested SA-CASSCF; CASOCI,TURBOMOLE; CASOCI,x2c-TZVPall on the lanthanide; def2-TZVP on remaining atoms,DKH4 (after X2C/DKH2 starting-orbital preparation),yes,,11,7,eleven electrons in the seven Er 4f orbitals,"CASOCI full CI in CAS(11,7); state-averaged CASSCF orbital optimization for the 4F term was tested",quartet-derived 4F manifold,lowest 100 spin–orbit eigenstates,,,,Toward Understanding Prolate 4f Monomers: a muffin-shaped Er(III) complex (2026),10.1021/acs.inorgchem.5c05241,2026,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",none,llm_mining,gpt-5.6,yes
W2466175445-a,,,formaldehyde,molecule,CH2O,,,,,,,state-averaged CASSCF; CASPT2,MOLPRO,"TZVP (TZVPP on S), augmented with diffuse s/p/d functions for the reported benchmark calculations",,yes,,8,9,"n, sigma/pi valence, antibonding, and Rydberg orbitals",smaller CASSCF/CASPT2 benchmark space,"1,3",,,,,Performance of DFT/MRCI-R and MR-MP2 for spin–orbit coupling (2016),10.1080/00268976.2016.1201600,2016,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2,llm_mining,gpt-5.6,yes
W2466175445-b,,,formaldehyde,molecule,CH2O,,,,,,,state-averaged CASSCF; CASPT2,MOLPRO,"TZVP (TZVPP on S), augmented with diffuse s/p/d functions for the reported benchmark calculations",,yes,,8,11,"expanded n, sigma/pi valence, antibonding, and Rydberg orbitals",larger CASSCF/CASPT2 benchmark space,"1,3",,,,,Performance of DFT/MRCI-R and MR-MP2 for spin–orbit coupling (2016),10.1080/00268976.2016.1201600,2016,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2,llm_mining,gpt-5.6,yes
W2466175445-c,,,furan,molecule,C4H4O,,,,,,,state-averaged CASSCF; CASPT2,MOLPRO,"TZVP (TZVPP on S), augmented with diffuse s/p/d functions for the reported benchmark calculations",,yes,,6,9,"three pi, two pi*, 3s, and 3p orbitals",,"1,3",,,,,Performance of DFT/MRCI-R and MR-MP2 for spin–orbit coupling (2016),10.1080/00268976.2016.1201600,2016,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2,llm_mining,gpt-5.6,yes
W2466175445-d,,,thiophene,molecule,C4H4S,,,,,,,state-averaged CASSCF; CASPT2,MOLPRO,"TZVP (TZVPP on S), augmented with diffuse s/p/d functions for the reported benchmark calculations",,yes,,6,10,furan-like pi/Rydberg space plus one sigma* orbital,,"1,3",,,,,Performance of DFT/MRCI-R and MR-MP2 for spin–orbit coupling (2016),10.1080/00268976.2016.1201600,2016,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2,llm_mining,gpt-5.6,yes
W2466175445-e,,,nitromethane,molecule,CH3NO2,,,,,,,state-averaged CASSCF; CASPT2,MOLPRO,"TZVP (TZVPP on S), augmented with diffuse s/p/d functions for the reported benchmark calculations",,yes,,8,7,"two pi, two n, one pi*, one sigma*, and one 3s orbital",,"1,3",,,,,Performance of DFT/MRCI-R and MR-MP2 for spin–orbit coupling (2016),10.1080/00268976.2016.1201600,2016,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2,llm_mining,gpt-5.6,yes
W2487248808-a,,,"1,8-dihydroxydibenzo[a,h]phenazine enol (E) form",molecule,,,,,,,,CASSCF; CASPT2,MOLPRO 2009,"6-31G(d) for CASSCF/CASPT2; 6-31G(d,p) comparison",,,,6,6,six pi electrons in six pi orbitals,"CASSCF(6,6)/CASPT2",1,,,,,"Excited-state intramolecular proton transfer in 1,8-dihydroxydibenzo[a,h]phenazine (2016)",10.1080/00268976.2016.1213436,2016,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2,llm_mining,gpt-5.6,no
W2487248808-b,,,"1,8-dihydroxydibenzo[a,h]phenazine single-keto (SK) form",molecule,,,,,,,,CASSCF; CASPT2,MOLPRO 2009,"6-31G(d) for CASSCF/CASPT2; 6-31G(d,p) comparison",,,,6,6,six pi electrons in six pi orbitals,"CASSCF(6,6)/CASPT2",1,,,,,"Excited-state intramolecular proton transfer in 1,8-dihydroxydibenzo[a,h]phenazine (2016)",10.1080/00268976.2016.1213436,2016,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2,llm_mining,gpt-5.6,no
W2487248808-c,,,"1,8-dihydroxydibenzo[a,h]phenazine double-keto (DK) form",molecule,,,,,,,,CASSCF; CASPT2,MOLPRO 2009,"6-31G(d) for CASSCF/CASPT2; 6-31G(d,p) comparison",,,,6,6,six pi electrons in six pi orbitals,"CASSCF(6,6)/CASPT2",1,,,,,"Excited-state intramolecular proton transfer in 1,8-dihydroxydibenzo[a,h]phenazine (2016)",10.1080/00268976.2016.1213436,2016,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2,llm_mining,gpt-5.6,no
W4414848445-a,,,o-fluorophenol,molecule,C6H5FO,,,,,,,SA-CASSCF; Zhu–Nakamura trajectory surface hopping,GAMESS,6-311++G**,,,,12,9,"valence pi/pi*, oxygen lone-pair, and diffuse/Rydberg orbitals","SA3-CASSCF(12,9) on-the-fly nonadiabatic dynamics",1,3 singlet roots,,,,Mechanism of o-fluorophenol ultrafast photodecay (2025),10.1080/00268976.2025.2563030,2025,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",none,llm_mining,gpt-5.6,no
W7163570672-a,,,hafnium silicide,molecule,HfSi,Hf,,,,,,SA-CASSCF; internally contracted MRCI(SD),MOLPRO 2023.2,cc-pVQZ-PP60 (Hf) and aug-cc-pVQZ (Si),Stuttgart–Köln ECP60 on Hf,yes,,8,13,"Hf 6s, five 5d, three 6p and Si 3s, three 3p orbitals","state-averaged CASSCF(8,13) followed by internally contracted MRCI(SD)","1,3,5",,,,,Comprehensive characterization of low-lying electronic states of HfSi (2026),10.1021/acs.jpca.6c01999,2026,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",MRCI,llm_mining,gpt-5.6,no
W7167932438-a,,,"[2,2]-paracyclophane-bridged bi-Blatter ([2,2]-para), charge -2",molecule,,,,,,,SS-CASSCF and SF-TD-DFT optimized geometries,SS-CASSCF; SA-CASSCF; SC-NEVPT2; multistate NEVPT2,ORCA 6.1,def2-TZVP,,,,14,12,"interacting SOMOs, HOMOs, LUMOs, and symmetric/antisymmetric deck combinations","charge-adjusted CAS(14,12), anchored to the neutral CAS(12,12)",1,,,,,Redox modulation of through-space exchange in bi-Blatter diradicals (2026),10.1021/acs.jpca.6c02386,2026,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",NEVPT2,llm_mining,gpt-5.6,no
W7167932438-b,,,"[2,2]-paracyclophane-bridged bi-Blatter ([2,2]-para), charge -1",molecule,,,,,,,SS-CASSCF and SF-TD-DFT optimized geometries,SS-CASSCF; SA-CASSCF; SC-NEVPT2; multistate NEVPT2,ORCA 6.1,ma-def2-TZVP,,,,13,12,"interacting SOMOs, HOMOs, LUMOs, and symmetric/antisymmetric deck combinations","charge-adjusted CAS(13,12), anchored to the neutral CAS(12,12)",2,,,,,Redox modulation of through-space exchange in bi-Blatter diradicals (2026),10.1021/acs.jpca.6c02386,2026,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",NEVPT2,llm_mining,gpt-5.6,no
W7167932438-c,,,"[2,2]-paracyclophane-bridged bi-Blatter ([2,2]-para), charge +0",molecule,,,,,,,SS-CASSCF and SF-TD-DFT optimized geometries,SS-CASSCF; SA-CASSCF; SC-NEVPT2; multistate NEVPT2,ORCA 6.1,def2-TZVP,,,,12,12,"interacting SOMOs, HOMOs, LUMOs, and symmetric/antisymmetric deck combinations","charge-adjusted CAS(12,12), anchored to the neutral CAS(12,12)","1,3",,,,,Redox modulation of through-space exchange in bi-Blatter diradicals (2026),10.1021/acs.jpca.6c02386,2026,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",NEVPT2,llm_mining,gpt-5.6,no
W7167932438-d,,,"[2,2]-paracyclophane-bridged bi-Blatter ([2,2]-para), charge +1",molecule,,,,,,,SS-CASSCF and SF-TD-DFT optimized geometries,SS-CASSCF; SA-CASSCF; SC-NEVPT2; multistate NEVPT2,ORCA 6.1,def2-TZVP,,,,11,12,"interacting SOMOs, HOMOs, LUMOs, and symmetric/antisymmetric deck combinations","charge-adjusted CAS(11,12), anchored to the neutral CAS(12,12)",2,,,,,Redox modulation of through-space exchange in bi-Blatter diradicals (2026),10.1021/acs.jpca.6c02386,2026,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",NEVPT2,llm_mining,gpt-5.6,no
W7167932438-e,,,"[2,2]-paracyclophane-bridged bi-Blatter ([2,2]-para), charge +2",molecule,,,,,,,SS-CASSCF and SF-TD-DFT optimized geometries,SS-CASSCF; SA-CASSCF; SC-NEVPT2; multistate NEVPT2,ORCA 6.1,def2-TZVP,,,,10,12,"interacting SOMOs, HOMOs, LUMOs, and symmetric/antisymmetric deck combinations","charge-adjusted CAS(10,12), anchored to the neutral CAS(12,12)",1,,,,,Redox modulation of through-space exchange in bi-Blatter diradicals (2026),10.1021/acs.jpca.6c02386,2026,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",NEVPT2,llm_mining,gpt-5.6,no
W7167932438-f,,,"1,8-naphthalene-bridged bi-Blatter, charge -2",molecule,,,,,,,SS-CASSCF and SF-TD-DFT optimized geometries,SS-CASSCF; SA-CASSCF; SC-NEVPT2; multistate NEVPT2,ORCA 6.1,def2-TZVP,,,,14,12,"interacting SOMOs, HOMOs, LUMOs, and symmetric/antisymmetric deck combinations","charge-adjusted CAS(14,12), anchored to the neutral CAS(12,12)",1,,,,,Redox modulation of through-space exchange in bi-Blatter diradicals (2026),10.1021/acs.jpca.6c02386,2026,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",NEVPT2,llm_mining,gpt-5.6,no
W7167932438-g,,,"1,8-naphthalene-bridged bi-Blatter, charge -1",molecule,,,,,,,SS-CASSCF and SF-TD-DFT optimized geometries,SS-CASSCF; SA-CASSCF; SC-NEVPT2; multistate NEVPT2,ORCA 6.1,ma-def2-TZVP,,,,13,12,"interacting SOMOs, HOMOs, LUMOs, and symmetric/antisymmetric deck combinations","charge-adjusted CAS(13,12), anchored to the neutral CAS(12,12)",2,,,,,Redox modulation of through-space exchange in bi-Blatter diradicals (2026),10.1021/acs.jpca.6c02386,2026,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",NEVPT2,llm_mining,gpt-5.6,no
W7167932438-h,,,"1,8-naphthalene-bridged bi-Blatter, charge +0",molecule,,,,,,,SS-CASSCF and SF-TD-DFT optimized geometries,SS-CASSCF; SA-CASSCF; SC-NEVPT2; multistate NEVPT2,ORCA 6.1,def2-TZVP,,,,12,12,"interacting SOMOs, HOMOs, LUMOs, and symmetric/antisymmetric deck combinations","charge-adjusted CAS(12,12), anchored to the neutral CAS(12,12)","1,3",,,,,Redox modulation of through-space exchange in bi-Blatter diradicals (2026),10.1021/acs.jpca.6c02386,2026,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",NEVPT2,llm_mining,gpt-5.6,no
W7167932438-i,,,"1,8-naphthalene-bridged bi-Blatter, charge +1",molecule,,,,,,,SS-CASSCF and SF-TD-DFT optimized geometries,SS-CASSCF; SA-CASSCF; SC-NEVPT2; multistate NEVPT2,ORCA 6.1,def2-TZVP,,,,11,12,"interacting SOMOs, HOMOs, LUMOs, and symmetric/antisymmetric deck combinations","charge-adjusted CAS(11,12), anchored to the neutral CAS(12,12)",2,,,,,Redox modulation of through-space exchange in bi-Blatter diradicals (2026),10.1021/acs.jpca.6c02386,2026,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",NEVPT2,llm_mining,gpt-5.6,no
W7167932438-j,,,"1,8-naphthalene-bridged bi-Blatter, charge +2",molecule,,,,,,,SS-CASSCF and SF-TD-DFT optimized geometries,SS-CASSCF; SA-CASSCF; SC-NEVPT2; multistate NEVPT2,ORCA 6.1,def2-TZVP,,,,10,12,"interacting SOMOs, HOMOs, LUMOs, and symmetric/antisymmetric deck combinations","charge-adjusted CAS(10,12), anchored to the neutral CAS(12,12)",1,,,,,Redox modulation of through-space exchange in bi-Blatter diradicals (2026),10.1021/acs.jpca.6c02386,2026,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",NEVPT2,llm_mining,gpt-5.6,no
W2788209667-a,,,"trans-2,4,4'-trihydroxychalcone (pi-pi* surface)",molecule,,,,,,,,SA-CASSCF; RASSCF; SS-CASPT2/SS-RASPT2,MOLCAS 8,"ANO-L, C/O [3s2p1d] and H [2s1p]",,yes,,8,8,reduced pi/pi* space,"SA2-CASSCF(8,8) geometry optimization; reference RASSCF/RASPT2 single points","1,3",,,,,Hydroxylation and the photophysics of chalcones (2018),10.1039/c8cp00602d,2018,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2; RASPT2,llm_mining,gpt-5.6,no
W2788209667-b,,,"trans-2,4,4'-trihydroxychalcone (n-pi* surface)",molecule,,,,,,,,SA-CASSCF; RASSCF; SS-CASPT2/SS-RASPT2,MOLCAS 8,"ANO-L, C/O [3s2p1d] and H [2s1p]",,yes,,10,9,pi/pi* space plus the carbonyl-oxygen lone pair,"SA2-CASSCF(10,9) geometry optimization; reference RASSCF/RASPT2 single points",1,,,,,Hydroxylation and the photophysics of chalcones (2018),10.1039/c8cp00602d,2018,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2; RASPT2,llm_mining,gpt-5.6,no
W2788209667-c,,,"cis-2,4,4'-trihydroxychalcone (pi-pi* surface)",molecule,,,,,,,,SA-CASSCF; RASSCF; SS-CASPT2/SS-RASPT2,MOLCAS 8,"ANO-L, C/O [3s2p1d] and H [2s1p]",,yes,,8,8,reduced pi/pi* space,"SA2-CASSCF(8,8) geometry optimization; reference RASSCF/RASPT2 single points","1,3",,,,,Hydroxylation and the photophysics of chalcones (2018),10.1039/c8cp00602d,2018,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2; RASPT2,llm_mining,gpt-5.6,no
W2788209667-d,,,"cis-2,4,4'-trihydroxychalcone (n-pi* surface)",molecule,,,,,,,,SA-CASSCF; RASSCF; SS-CASPT2/SS-RASPT2,MOLCAS 8,"ANO-L, C/O [3s2p1d] and H [2s1p]",,yes,,10,9,pi/pi* space plus the carbonyl-oxygen lone pair,"SA2-CASSCF(10,9) geometry optimization; reference RASSCF/RASPT2 single points",1,,,,,Hydroxylation and the photophysics of chalcones (2018),10.1039/c8cp00602d,2018,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",CASPT2; RASPT2,llm_mining,gpt-5.6,no
W3187986025-a,,,"complex 2, Tb(III) site",molecule,,Tb,+3,4f8,,,,SA-CASSCF; RASSI-SO; SINGLE_ANISO; POLY_ANISO,OpenMolcas 19.11,"ANO-RCC VQZP on Ln, VTZP on Co and donor atoms, MB on remaining atoms",DKH,yes,,8,7,seven Tb 4f orbitals,,,,,,,Magnetic anisotropy in heterometallic lanthanide/cobalt complexes (2021),10.1039/d1dt02038b,2021,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",none,llm_mining,gpt-5.6,yes
W3187986025-b,,,"complex 3, Dy(III) site",molecule,,Dy,+3,4f9,,,,SA-CASSCF; RASSI-SO; SINGLE_ANISO; POLY_ANISO,OpenMolcas 19.11,"ANO-RCC VQZP on Ln, VTZP on Co and donor atoms, MB on remaining atoms",DKH,yes,,9,7,seven Dy 4f orbitals,,,,,,,Magnetic anisotropy in heterometallic lanthanide/cobalt complexes (2021),10.1039/d1dt02038b,2021,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",none,llm_mining,gpt-5.6,yes
W3187986025-c,,,"complex 4, Dy(III) site",molecule,,Dy,+3,4f9,,,,SA-CASSCF; RASSI-SO; SINGLE_ANISO; POLY_ANISO,OpenMolcas 19.11,"ANO-RCC VQZP on Ln, VTZP on Co and donor atoms, MB on remaining atoms",DKH,yes,,9,7,seven Dy 4f orbitals,,,,,,,Magnetic anisotropy in heterometallic lanthanide/cobalt complexes (2021),10.1039/d1dt02038b,2021,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",none,llm_mining,gpt-5.6,yes
W3187986025-d,,,"complex 4, Co(II) site",molecule,,Co,+2,3d7,,,,SA-CASSCF; RASSI-SO; SINGLE_ANISO; POLY_ANISO,OpenMolcas 19.11,"ANO-RCC VQZP on Ln, VTZP on Co and donor atoms, MB on remaining atoms",DKH,yes,,7,5,five Co 3d orbitals,,,,,,,Magnetic anisotropy in heterometallic lanthanide/cobalt complexes (2021),10.1039/d1dt02038b,2021,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",none,llm_mining,gpt-5.6,yes
W3187986025-e,,,"complex 5, Ho(III) site",molecule,,Ho,+3,4f10,,,,SA-CASSCF; RASSI-SO; SINGLE_ANISO; POLY_ANISO,OpenMolcas 19.11,"ANO-RCC VQZP on Ln, VTZP on Co and donor atoms, MB on remaining atoms",DKH,yes,,10,7,seven Ho 4f orbitals,,,,,,,Magnetic anisotropy in heterometallic lanthanide/cobalt complexes (2021),10.1039/d1dt02038b,2021,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",none,llm_mining,gpt-5.6,yes
W3187986025-f,,,"complex 5, Co(II) site",molecule,,Co,+2,3d7,,,,SA-CASSCF; RASSI-SO; SINGLE_ANISO; POLY_ANISO,OpenMolcas 19.11,"ANO-RCC VQZP on Ln, VTZP on Co and donor atoms, MB on remaining atoms",DKH,yes,,7,5,five Co 3d orbitals,,,,,,,Magnetic anisotropy in heterometallic lanthanide/cobalt complexes (2021),10.1039/d1dt02038b,2021,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",none,llm_mining,gpt-5.6,yes
W4367721402-a,,,[Cp'Co(hmds)] (complex 1),molecule,,Co,+2,3d7,,,,SA-CASSCF; NEVPT2; QD-NEVPT2,ORCA 5.0,def2-TZVP,SOMF spin–orbit operator,yes,,7,5,five Co 3d orbitals,,,,,,,Multireference calculations of low-coordinate cobalt complexes (2023),10.1039/d3cp01243c,2023,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",NEVPT2,llm_mining,gpt-5.6,no
W4367721402-b,,,Cp*Co(IPr) (complex 2),molecule,,Co,+1,3d8,,,,SA-CASSCF; NEVPT2; QD-NEVPT2,ORCA 5.0,def2-TZVP,SOMF spin–orbit operator,yes,,8,5,five Co 3d orbitals,,,,,,,Multireference calculations of low-coordinate cobalt complexes (2023),10.1039/d3cp01243c,2023,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",NEVPT2,llm_mining,gpt-5.6,no
W4367721402-c,,,"[Co(CO)(hmds)2]- (complex 3), minimal space",molecule,,Co,+1,3d8,,,,SA-CASSCF; NEVPT2; QD-NEVPT2,ORCA 5.0,def2-TZVP,SOMF spin–orbit operator,yes,,8,5,five Co 3d orbitals,,,,,,,Multireference calculations of low-coordinate cobalt complexes (2023),10.1039/d3cp01243c,2023,"Manually mined by GPT-5.6 from the supplied paper and, where applicable, publisher supporting information on 2026-08-05; only explicitly reported active-space sizes were recorded.",NEVPT2,llm_mining,gpt-5.6,no
