audited_on,entry_id,reference_doi,mining_model,documented_read_depth,source_status,source_match_method,source_match_confidence,active_pair_text_evidence,filled_substantive_fields,missing_core_fields,schema_issues,audit_action
2026-08-11,W2965070608-a,10.1021/acs.jctc.9b00534,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,not_machine_located,14,active_space_orbital_description;software,,manual_source_reread_needed
2026-08-11,W3088435364-a,10.48550/arxiv.2009.12472,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,not_applicable,15,active_space_nel;active_space_norb;software,,manual_source_reread_needed
2026-08-11,W2075557019-a,10.1063/1.4735018,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,16,basis_set;software,,manual_source_reread_needed
2026-08-11,W2075557019-b,10.1063/1.4735018,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,16,basis_set;software,,manual_source_reread_needed
2026-08-11,W2075557019-c,10.1063/1.4735018,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,16,basis_set;software,,manual_source_reread_needed
2026-08-11,W2075557019-d,10.1063/1.4735018,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,16,basis_set;software,,manual_source_reread_needed
2026-08-11,W2969509515-a,10.1007/s11224-019-01407-9,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,16,,,source_evidence_and_completeness_pass
2026-08-11,W1972751374-a,10.1039/c3cp51440d,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,11,active_space_orbital_description;basis_set;software,,source_recovery_needed
2026-08-11,W2803535697-a,10.1021/acs.jpca.8b00941,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,not_machine_located,15,software,,manual_source_reread_needed
2026-08-11,W4280532200-a,10.1021/jacs.2c02818,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,14,basis_set;software,,manual_source_reread_needed
2026-08-11,W2171054233-a,10.1039/c5dt00600g,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,20,basis_set,,source_recovery_needed
2026-08-11,W1924454284-a,10.1039/c5dt02162f,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,19,basis_set,,source_recovery_needed
2026-08-11,W2079780924-a,10.1063/1.449649,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,not_machine_located,13,basis_set;software,,manual_source_reread_needed
2026-08-11,W2405190963-a,10.1038/srep26768,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,14,active_space_orbital_description;software,,manual_source_reread_needed
2026-08-11,W2036295707-a,10.1039/b810744k,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,13,basis_set;software,,source_recovery_needed
2026-08-11,W2036295707-b,10.1039/b810744k,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,13,basis_set;software,,source_recovery_needed
2026-08-11,W2036295707-c,10.1039/b810744k,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,13,basis_set;software,,source_recovery_needed
2026-08-11,W3216230773-a,10.1021/acs.jpclett.1c03229,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,12,basis_set;software,,manual_source_reread_needed
2026-08-11,W4414929664-a,10.1021/acsomega.5c06364,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,21,,,source_evidence_and_completeness_pass
2026-08-11,W4319984943-a,10.3390/molecules28041668,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,not_applicable,13,active_space_nel;active_space_norb;active_space_orbital_description;basis_set;software,,manual_source_reread_needed
2026-08-11,W2910527051-a,10.1021/acs.jctc.8b00969,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,20,,,source_evidence_and_completeness_pass
2026-08-11,W2411007054-a,10.1021/acs.inorgchem.5b01033,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,19,,,source_evidence_and_completeness_pass
2026-08-11,W4402172345-a,10.1039/d4ra02387k,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,21,,,source_recovery_needed
2026-08-11,W4365146942-a,10.3390/ijms24087070,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,not_applicable,15,active_space_nel;active_space_norb,,manual_source_reread_needed
2026-08-11,W4365146942-b,10.3390/ijms24087070,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,not_applicable,14,active_space_nel;active_space_norb,,manual_source_reread_needed
2026-08-11,W3096118270-a,10.3390/molecules25215021,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,18,basis_set,,manual_source_reread_needed
2026-08-11,W4281724724-a,10.1063/5.0097451,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,16,software,,manual_source_reread_needed
2026-08-11,W4313453252-a,10.1021/acs.inorgchem.2c03716,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,not_machine_located,15,basis_set;software,,manual_source_reread_needed
2026-08-11,W2995293418-a,10.1021/jacs.9b11715,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,15,basis_set;software,,manual_source_reread_needed
2026-08-11,W2914180558-a,10.1021/acs.jctc.8b01277,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,19,software,,manual_source_reread_needed
2026-08-11,W2798263563-a,10.1063/1.5036594,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,20,,,source_evidence_and_completeness_pass
2026-08-11,W2770867823-a,10.3390/ma10121342,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,14,basis_set;software,,manual_source_reread_needed
2026-08-11,W4319159601-a,10.3390/ijms24032906,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,symbolic_or_partial,13,active_space_nel;basis_set;software,partial_active_pair,schema_followup
2026-08-11,W2902420468-a,10.1039/c8cp05693e,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W2982195105-b,10.1002/chem.201904110,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,17,,,source_evidence_and_completeness_pass
2026-08-11,W2982195105-c,10.1002/chem.201904110,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,17,,,source_evidence_and_completeness_pass
2026-08-11,W2982195105-d,10.1002/chem.201904110,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,17,,,source_evidence_and_completeness_pass
2026-08-11,W2020659146-a,10.1063/1.1810135,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,not_machine_located,15,basis_set;software,,manual_source_reread_needed
2026-08-11,W2593530371-a,10.1021/acs.inorgchem.6b02291,claude-opus-4-8,source_read_documented,title_matched_text,title,high,not_machine_located,19,,,manual_source_reread_needed
2026-08-11,W4400678804-a,10.1039/d4dt01588f,claude-opus-4-8,source_read_documented,unavailable,,,not_applicable,14,active_space_nel;active_space_norb;basis_set,,source_recovery_needed
2026-08-11,W3022605196-a,10.1002/ejic.202000143,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,not_applicable,14,active_space_nel;active_space_norb;basis_set,,manual_source_reread_needed
2026-08-11,W4417474203-a,10.48550/arxiv.2512.14630,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,11,basis_set;software,,manual_source_reread_needed
2026-08-11,W2052831922-a,10.1039/c4cp04593a,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W4313886054-a,10.1002/cptc.202200214,claude-opus-4-8,source_read_documented,title_matched_text,title,high,not_machine_located,12,basis_set;software,,manual_source_reread_needed
2026-08-11,W7125610045-a,10.62684/uhjs3297,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,12,basis_set;software,,manual_source_reread_needed
2026-08-11,W4390897913-a,10.48550/arxiv.2401.06673,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,12,basis_set;software,,manual_source_reread_needed
2026-08-11,W4409905234-a,10.1021/acs.jpca.4c08109,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,11,basis_set;software,,manual_source_reread_needed
2026-08-11,W2314861442-a,10.1021/ja505403j,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,18,,,source_evidence_and_completeness_pass
2026-08-11,W4412094238-a,10.3390/molecules30132874,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,not_applicable,11,active_space_nel;active_space_norb;software,,manual_source_reread_needed
2026-08-11,W2612923944-a,10.5539/mas.v12n3p132,claude-opus-4-8,source_read_documented,title_matched_text,title,high,symbolic_or_partial,12,active_space_norb;basis_set;software,partial_active_pair,schema_followup
2026-08-11,W2507307044-a,10.5539/mas.v10n11p192,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,symbolic_or_partial,11,active_space_norb;basis_set;software,partial_active_pair,schema_followup
2026-08-11,W2604466629-a,10.1021/acs.jpcc.7b02685,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,not_applicable,10,active_space_nel;active_space_norb;basis_set;software,,manual_source_reread_needed
2026-08-11,W4295540268-a,10.1039/d2cp03643f,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,14,basis_set;software,,source_recovery_needed
2026-08-11,W2751369035-a,10.1021/acsomega.7b00766,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,12,basis_set;software,,manual_source_reread_needed
2026-08-11,W7127892053-a,10.3390/ijms27031577,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,15,software,,manual_source_reread_needed
2026-08-11,W2786190540-a,10.1039/c7sc04342b,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,12,software,,source_recovery_needed
2026-08-11,W2774720784-a,10.1039/c7sc05034h,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,11,basis_set;software,,source_recovery_needed
2026-08-11,W4225420887-a,10.1039/d2cc00097k,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,13,basis_set;software,,source_recovery_needed
2026-08-11,W2477486362-a,10.1002/chem.201601971,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,symbolic_or_partial,18,active_space_nel,partial_active_pair,schema_followup
2026-08-11,W4417496909-a,10.1002/anie.202522076,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,symbolic_or_partial,17,active_space_nel,partial_active_pair,schema_followup
2026-08-11,W4320008496-a,10.1039/d2sc06933d,claude-opus-4-8,source_read_documented,unavailable,,,symbolic_or_partial,17,active_space_nel,partial_active_pair,schema_followup
2026-08-11,W3083587694-a,10.1039/d0qi00854k,claude-opus-4-8,source_read_documented,unavailable,,,symbolic_or_partial,18,active_space_nel,partial_active_pair,schema_followup
2026-08-11,W4396861216-a,10.1021/acs.inorgchem.4c00731,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,symbolic_or_partial,18,active_space_nel,partial_active_pair,schema_followup
2026-08-11,W7155069273-a,10.5445/ir/1000187885,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,symbolic_or_partial,17,active_space_nel,partial_active_pair,schema_followup
2026-08-11,W4293762069-a,10.1039/d2sc03592h,claude-opus-4-8,source_read_documented,unavailable,,,not_applicable,15,active_space_nel;active_space_norb,,source_recovery_needed
2026-08-11,W2908011140-a,10.1039/c8dt03965h,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,19,basis_set,,source_recovery_needed
2026-08-11,W4285113275-a,10.1039/d2ra03004g,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W2932621127-a,10.1021/acs.inorgchem.9b00437,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,11,basis_set;software,,manual_source_reread_needed
2026-08-11,W2560718800-a,10.3390/molecules21121681,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,16,basis_set,,manual_source_reread_needed
2026-08-11,W4390706623-a,10.1021/acs.inorgchem.3c03813,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,11,basis_set;software,,manual_source_reread_needed
2026-08-11,W4386019501-a,10.1021/acs.inorgchem.3c01959,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,11,basis_set;software,,manual_source_reread_needed
2026-08-11,W4387440665-a,10.1021/acs.inorgchem.3c02916,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,15,basis_set;software,,manual_source_reread_needed
2026-08-11,W3046349162-a,10.1039/d0cp04056h,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,15,basis_set;software,,manual_source_reread_needed
2026-08-11,W4390291761-a,10.1039/d3dt03557c,claude-opus-4-8,source_read_documented,unavailable,,,not_applicable,11,active_space_nel;active_space_norb;basis_set;software,,source_recovery_needed
2026-08-11,W4402117967-a,10.1021/acs.inorgchem.4c01901,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,not_applicable,14,active_space_nel;active_space_norb;software,,manual_source_reread_needed
2026-08-11,W2788624090-a,10.1021/acs.jpca.7b12652,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,not_applicable,12,active_space_nel;active_space_norb;basis_set;software,,manual_source_reread_needed
2026-08-11,W2905378067-a,10.1021/acs.inorgchem.8b02800,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,20,,,source_evidence_and_completeness_pass
2026-08-11,W4294840110-a,10.1021/acs.jpca.2c03314,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,18,,,source_evidence_and_completeness_pass
2026-08-11,W2715071205-a,10.1021/acsomega.7b00380,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,15,basis_set;software,,manual_source_reread_needed
2026-08-11,W4205703165-a,10.1021/acs.jctc.1c00830,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,19,,,source_evidence_and_completeness_pass
2026-08-11,W4386162152-a,10.3390/ijms241713224,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,not_machine_located,14,basis_set;software,,manual_source_reread_needed
2026-08-11,W4393403874-a,10.1021/acs.jpcc.3c08112,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,16,basis_set;software,,manual_source_reread_needed
2026-08-11,W3088123821-a,10.1002/cphc.202000547,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,12,basis_set;software,,manual_source_reread_needed
2026-08-11,W2991612980-a,10.1021/acs.inorgchem.9b02195,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,16,basis_set;software,,manual_source_reread_needed
2026-08-11,W4388831245-a,10.3390/molecules28227652,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,15,basis_set;software,,manual_source_reread_needed
2026-08-11,W4403300641-a,10.1021/acs.inorgchem.4c02752,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,15,basis_set,,manual_source_reread_needed
2026-08-11,W7131797215-a,10.21203/rs.3.rs-6722143/v1,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,not_applicable,9,active_space_nel;active_space_norb;basis_set;software,,manual_source_reread_needed
2026-08-11,W4389490184-a,10.1021/jacsau.3c00670,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,12,basis_set;software,,manual_source_reread_needed
2026-08-11,W4413757703-a,10.1039/d5dt01381j,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,16,basis_set;software,,source_recovery_needed
2026-08-11,W4321092762-a,10.3390/ijms24044001,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,not_applicable,12,active_space_nel;active_space_norb;basis_set;software,,manual_source_reread_needed
2026-08-11,W2998952615-a,10.3390/molecules25020277,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,17,basis_set,,manual_source_reread_needed
2026-08-11,W2998952615-b,10.3390/molecules25020277,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,17,basis_set,,manual_source_reread_needed
2026-08-11,W2591862321-a,10.3390/ma10030249,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,17,basis_set,,manual_source_reread_needed
2026-08-11,W4387718996-a,10.1039/d3cp01426f,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,17,basis_set,,source_recovery_needed
2026-08-11,W1985531935-a,10.4236/jmp.2011.210146,claude-opus-4-8,source_read_documented,unavailable,,,symbolic_or_partial,12,active_space_norb;basis_set,partial_active_pair,schema_followup
2026-08-11,W4410219934-a,10.1021/acs.jpca.5c01107,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,not_applicable,14,active_space_nel;active_space_norb;basis_set;software,,manual_source_reread_needed
2026-08-11,W3197343847-a,10.1021/acs.jctc.1c00589,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,23,,,source_evidence_and_completeness_pass
2026-08-11,W3197343847-b,10.1021/acs.jctc.1c00589,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,23,,,source_evidence_and_completeness_pass
2026-08-11,W2036873101-a,10.1039/c3dt52279b,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,23,,,source_recovery_needed
2026-08-11,W2036873101-b,10.1039/c3dt52279b,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,24,,,source_recovery_needed
2026-08-11,W2036873101-c,10.1039/c3dt52279b,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,24,,,source_recovery_needed
2026-08-11,W2036873101-d,10.1039/c3dt52279b,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,18,,,source_recovery_needed
2026-08-11,W2036873101-e,10.1039/c3dt52279b,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,18,,,source_recovery_needed
2026-08-11,W2945883321-a,10.1063/1.5094644,claude-opus-4-8,source_read_documented,exact_doi_text,doi,medium,not_machine_located,21,,,manual_source_reread_needed
2026-08-11,W2945883321-b,10.1063/1.5094644,claude-opus-4-8,source_read_documented,exact_doi_text,doi,medium,not_machine_located,15,basis_set,,manual_source_reread_needed
2026-08-11,W2746979517-a,10.1021/acs.jctc.7b00900,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,23,,,source_evidence_and_completeness_pass
2026-08-11,W2746979517-b,10.1021/acs.jctc.7b00900,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,not_machine_located,20,,,manual_source_reread_needed
2026-08-11,W2746979517-c,10.1021/acs.jctc.7b00900,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,not_machine_located,18,,,manual_source_reread_needed
2026-08-11,W4401353082-a,10.1021/acsomega.4c00875,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,20,,,source_evidence_and_completeness_pass
2026-08-11,W4401353082-b,10.1021/acsomega.4c00875,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,20,,,source_evidence_and_completeness_pass
2026-08-11,W4401353082-c,10.1021/acsomega.4c00875,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,20,,,source_evidence_and_completeness_pass
2026-08-11,W2947767018-a,10.1021/acs.jctc.9b00325,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,20,,,source_evidence_and_completeness_pass
2026-08-11,W4399433893-a,10.1021/acs.jctc.4c00212,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,20,,,source_evidence_and_completeness_pass
2026-08-11,W2074138336-a,10.1039/c3cp54418d,claude-opus-4-8,source_read_documented,unavailable,,,source_unavailable,19,,,source_recovery_needed
2026-08-11,W2535160901-a,10.1139/cjc-2016-0264,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,not_machine_located,23,,,manual_source_reread_needed
2026-08-11,W2535160901-b,10.1139/cjc-2016-0264,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,not_machine_located,23,,,manual_source_reread_needed
2026-08-11,W2535160901-c,10.1139/cjc-2016-0264,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,not_machine_located,23,,,manual_source_reread_needed
2026-08-11,W2535160901-d,10.1139/cjc-2016-0264,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,not_machine_located,23,,,manual_source_reread_needed
2026-08-11,W2560348368-a,10.3390/molecules21121666,claude-opus-4-8,source_read_documented,exact_doi_text,doi,high,located,20,,,source_evidence_and_completeness_pass
2026-08-11,W4308434679-a,10.1063/5.0125460,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,20,,,source_evidence_and_completeness_pass
2026-08-11,W4308434679-b,10.1063/5.0125460,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,20,,,source_evidence_and_completeness_pass
2026-08-11,W4308434679-c,10.1063/5.0125460,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,20,,,source_evidence_and_completeness_pass
2026-08-11,W4308434679-d,10.1063/5.0125460,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,20,,,source_evidence_and_completeness_pass
2026-08-11,W4308434679-e,10.1063/5.0125460,claude-opus-4-8,source_read_documented,exact_doi_text,index_key,high,located,20,,,source_evidence_and_completeness_pass
