doi,open_access,oa_status,oa_url,openalex_id,checked
10.1002/anie.202216003,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202216003,W4313488182,2026-08-08T00:16:47Z
10.1002/anie.202513772,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202513772,W4413048785,2026-08-08T00:16:47Z
10.1002/anie.202517979,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202517979,W4416293277,2026-08-08T00:16:47Z
10.1002/anie.202522076,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202522076,W4417496909,2026-08-08T00:16:47Z
10.1002/chem.19960020315,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.19960020315,W2104024791,2026-08-08T00:16:47Z
10.1002/chem.200600228,yes,green,https://dialnet.unirioja.es/descarga/articulo/136068.pdf,W16871504,2026-08-08T00:16:47Z
10.1002/chem.200802338,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.200802338,W1974706088,2026-08-08T00:16:47Z
10.1002/chem.200902568,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.200902568,W1978492211,2026-08-08T00:16:47Z
10.1002/chem.201301240,yes,green,http://infoscience.epfl.ch/record/189444,W2165821097,2026-08-08T00:16:47Z
10.1002/chem.201303275,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.201303275,W2116591174,2026-08-08T00:16:47Z
10.1002/chem.201501900,yes,green,https://researchportal.unamur.be/en/publications/ce570288-2cbd-4377-9d5d-1b511827b72a,W2272027937,2026-08-08T00:16:47Z
10.1002/chem.201503119,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.201503119,W2173778129,2026-08-08T00:16:47Z
10.1002/chem.201601971,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.201601971,W2477486362,2026-08-08T00:16:47Z
10.1002/chem.201701058,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.201701058,W2606848775,2026-08-08T00:16:47Z
10.1002/chem.201704854,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.201704854,W2769325165,2026-08-08T00:16:47Z
10.1002/chem.201705316,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.201705316,W2793033962,2026-08-08T00:16:47Z
10.1002/chem.201705748,yes,green,https://www.osti.gov/biblio/1434970,W2790643906,2026-08-08T00:16:47Z
10.1002/chem.201800680,yes,green,http://hdl.handle.net/10651/49156,W2792338474,2026-08-08T00:16:47Z
10.1002/chem.201804292,yes,green,https://eprints.whiterose.ac.uk/id/eprint/136764/1/s2n2_manuscript.pdf,W2894695367,2026-08-08T00:16:47Z
10.1002/chem.201904110,no,closed,,W31647142,2026-08-08T00:16:47Z
10.1002/chem.202101755,yes,green,https://catalog.lib.kyushu-u.ac.jp/opac_download_md/7179527/7179527.pdf,W3171941253,2026-08-08T00:16:47Z
10.1002/chem.202102383,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202102383,W3207003766,2026-08-08T00:16:47Z
10.1002/chem.202102572,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202102572,W3193740228,2026-08-08T00:16:47Z
10.1002/chem.202201883,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202201883,W4293105066,2026-08-08T00:16:47Z
10.1002/chem.202203449,yes,hybrid,https://doi.org/10.1002/chem.202203449,W4324311281,2026-08-08T00:16:47Z
10.1002/chem.202203494,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202203494,W4316687847,2026-08-08T00:16:47Z
10.1002/chem.202302337,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202302337,W4386209220,2026-08-08T00:16:47Z
10.1002/chem.202302970,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202302970,W4389180090,2026-08-08T00:16:47Z
10.1002/chem.202303300,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202303300,W4388413748,2026-08-08T00:16:47Z
10.1002/chem.202404546,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202404546,W4406385640,2026-08-08T00:16:47Z
10.1002/cphc.200390063,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cphc.200390063,W2039235712,2026-08-08T00:16:47Z
10.1002/cphc.200400349,yes,green,https://estudogeral.uc.pt/bitstream/10316/8288/1/obra.pdf,W2064948033,2026-08-08T00:16:47Z
10.1002/cphc.201200999,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cphc.201200999,W1983150522,2026-08-08T00:16:47Z
10.1002/cphc.201402073,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cphc.201402073,W2166303160,2026-08-08T00:16:47Z
10.1002/cphc.202000547,yes,hybrid,https://doi.org/10.1002/cphc.202000547,W3088123821,2026-08-08T00:16:47Z
10.1002/cphc.202000926,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cphc.202000926,W3113154759,2026-08-08T00:16:47Z
10.1002/cphc.202100402,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cphc.202100402,W4205270606,2026-08-08T00:16:47Z
10.1002/cphc.202200889,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cphc.202200889,W4313829788,2026-08-08T00:16:47Z
10.1002/cphc.202300165,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cphc.202300165,W4361297978,2026-08-08T00:16:47Z
10.1002/cplu.202300273,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cplu.202300273,W4383303138,2026-08-08T00:16:47Z
10.1002/cptc.201900056,yes,green,http://hdl.handle.net/11568/997716,W2944554441,2026-08-08T00:16:47Z
10.1002/cptc.201900072,yes,green,https://doi-org.ez67.periodicos.capes.gov.br/10.1002/cptc.201900072,W2944748202,2026-08-08T00:16:47Z
10.1002/cptc.201900121,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cptc.201900121,W2949396998,2026-08-08T00:16:47Z
10.1002/cptc.202100290,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cptc.202100290,W4220653127,2026-08-08T00:16:47Z
10.1002/cptc.202200010,yes,hybrid,https://doi.org/10.1002/cptc.202200010,W4211037759,2026-08-08T00:16:47Z
10.1002/cptc.202200214,yes,green,https://hal.science/hal-04297323/document,W4313886054,2026-08-08T00:16:47Z
10.1002/cptc.202300327,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cptc.202300327,W4391034798,2026-08-08T00:16:47Z
10.1002/ejic.200701136,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejic.200701136,W2006708354,2026-08-08T00:16:47Z
10.1002/ejic.201200857,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejic.201200857,W2090390305,2026-08-08T00:16:47Z
10.1002/ejic.201501250,no,closed,,W28713219,2026-08-08T00:16:47Z
10.1002/ejic.202000143,yes,green,http://wrap.warwick.ac.uk/135680/1/WRAP-ligand-field-theory-planar-complexes-first-principles-validation-critical-effects-coordination-voids-Deeth-2020.pdf,W3022605196,2026-08-08T00:16:47Z
10.1002/ejic.202000383,yes,green,https://pure.manchester.ac.uk/ws/files/170817959/EJIC_AnCb_Minireview.pdf,W3035867031,2026-08-08T00:16:47Z
10.1002/ejic.202100465,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejic.202100465,W3172993499,2026-08-08T00:16:47Z
10.1002/ejic.202100524,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejic.202100524,W3162021482,2026-08-08T00:16:47Z
10.1002/ejic.202200010,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejic.202200010,W4210442771,2026-08-08T00:16:47Z
10.1002/ejic.202200774,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejic.202200774,W4319946487,2026-08-08T00:16:47Z
10.1002/ejic.202300598,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejic.202300598,W4391360384,2026-08-08T00:16:47Z
10.1002/ejoc.201001636,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejoc.201001636,W2070705838,2026-08-08T00:16:47Z
10.1002/ejoc.202300461,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejoc.202300461,W4386690317,2026-08-08T00:16:47Z
10.1002/ejtc.52,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejtc.52,W1983718324,2026-08-08T00:16:47Z
10.1002/hlca.202300130,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hlca.202300130,W4386927615,2026-08-08T00:16:47Z
10.1002/jcc.10102,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.10102,W2030991298,2026-08-08T00:16:47Z
10.1002/jcc.20483,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.20483,W2026059351,2026-08-08T00:16:47Z
10.1002/jcc.20525,no,closed,,W17109430,2026-08-08T00:16:47Z
10.1002/jcc.20807,yes,green,https://www.ncbi.nlm.nih.gov/pmc/articles/3341731,W1973403599,2026-08-08T00:16:47Z
10.1002/jcc.21611,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.21611,W2095975310,2026-08-08T00:16:47Z
10.1002/jcc.21892,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.21892,W2059207928,2026-08-08T00:16:47Z
10.1002/jcc.23856,yes,green,https://lirias.kuleuven.be/handle/123456789/487342,W2069152242,2026-08-08T00:16:47Z
10.1002/jcc.24221,no,closed,,W26561362,2026-08-08T00:16:47Z
10.1002/jcc.24260,yes,green,https://amu.hal.science/hal-02288778,W2178144556,2026-08-08T00:16:47Z
10.1002/jcc.24897,no,closed,,W2739675675,2026-08-08T00:16:47Z
10.1002/jcc.25113,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.25113,W2963701598,2026-08-08T00:16:47Z
10.1002/jcc.25150,yes,green,http://hdl.handle.net/2434/560755,W2782686502,2026-08-08T00:16:47Z
10.1002/jcc.26856,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.26856,W4223935424,2026-08-08T00:16:47Z
10.1002/jcc.27018,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.27018,W4311205491,2026-08-08T00:16:47Z
10.1002/jcc.27214,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.27214,W4386467121,2026-08-08T00:16:47Z
10.1002/jcc.27246,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.27246,W4388688379,2026-08-08T00:16:47Z
10.1002/jcc.27530,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.27530,W4406067796,2026-08-08T00:16:47Z
10.1002/jcc.27550,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.27550,W4405736166,2026-08-08T00:16:47Z
10.1002/jcc.70026,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.70026,W4408306884,2026-08-08T00:16:47Z
10.1002/jcc.70045,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.70045,W4407945420,2026-08-08T00:16:47Z
10.1002/jcc.70267,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.70267,W4416239203,2026-08-08T00:16:47Z
10.1002/jcc.70360,yes,hybrid,https://doi.org/10.1002/jcc.70360,W7143320110,2026-08-08T00:16:47Z
10.1002/kin.20702,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/kin.20702,W2009631876,2026-08-08T00:16:47Z
10.1002/mrc.1413,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mrc.1413,W2073689158,2026-08-08T00:16:47Z
10.1002/open.201402125,yes,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/open.201402125,W2030289480,2026-08-08T00:16:47Z
10.1002/open.202100049,yes,gold,https://doi.org/10.1002/open.202100049,W3188448476,2026-08-08T00:16:47Z
10.1002/poc.1613,yes,green,http://hdl.handle.net/2318/61498,W2000579811,2026-08-08T00:16:47Z
10.1002/poc.70035,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/poc.70035,W4414021862,2026-08-08T00:16:47Z
10.1002/poc.972,yes,green,https://archive-ouverte.unige.ch/unige:3653,W2102466150,2026-08-08T00:16:47Z
10.1002/qua.20013,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qua.20013,W2063270855,2026-08-08T00:16:47Z
10.1002/qua.20565,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qua.20565,W2153913404,2026-08-08T00:16:47Z
10.1002/qua.20967,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qua.20967,W2142276416,2026-08-08T00:16:47Z
10.1002/qua.21041,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qua.21041,W2016813178,2026-08-08T00:16:47Z
10.1002/qua.22058,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qua.22058,W2156284765,2026-08-08T00:16:47Z
10.1002/qua.22145,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qua.22145,W2062520175,2026-08-08T00:16:47Z
10.1002/qua.22391,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qua.22391,W1986158933,2026-08-08T00:16:47Z
10.1002/qua.22565,yes,green,http://doi.org/10.1002/qua.22565,W2108910610,2026-08-08T00:16:47Z
10.1002/qua.22622,yes,green,http://doi.org/10.1002/qua.22622,W2031050429,2026-08-08T00:16:47Z
10.1002/qua.24250,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qua.24250,W2085771382,2026-08-08T00:16:47Z
10.1002/qua.24628,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qua.24628,W2082194125,2026-08-08T00:16:47Z
10.1002/qua.24933,yes,hybrid,https://doi.org/10.1002/qua.24933,W2011708192,2026-08-08T00:16:47Z
10.1002/qua.25983,yes,green,https://arxiv.org/pdf/1904.12971,W2943222633,2026-08-08T00:16:47Z
10.1002/qua.26132,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qua.26132,W2963416637,2026-08-08T00:16:47Z
10.1002/qua.26254,yes,green,https://www.osti.gov/servlets/purl/1802141,W3019275772,2026-08-08T00:16:47Z
10.1002/qua.26454,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qua.26454,W3092159548,2026-08-08T00:16:47Z
10.1002/qua.26559,yes,hybrid,https://doi.org/10.1002/qua.26559,W3109966170,2026-08-08T00:16:47Z
10.1002/qua.26995,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qua.26995,W4292266449,2026-08-08T00:16:47Z
10.1002/qua.27257,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qua.27257,W4387974050,2026-08-08T00:16:47Z
10.1002/qua.27367,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qua.27367,W4393233183,2026-08-08T00:16:47Z
10.1002/smll.202412283,yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202412283,W4407808071,2026-08-08T00:16:47Z
10.1002/vjch.202300355,yes,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/vjch.202300355,W4392390594,2026-08-08T00:16:47Z
10.1002/vjch.70062,yes,gold,https://doi.org/10.1002/vjch.70062,W4413366155,2026-08-08T00:16:47Z
10.1002/wcms.1675,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wcms.1675,W4379796885,2026-08-08T00:16:47Z
10.1002/zaac.201900288,yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/zaac.201900288,W3005788843,2026-08-08T00:16:47Z
10.1007/978-3-031-31038-6_5,yes,green,https://hal.science/hal-03761147v1/document,W4293147412,2026-08-08T00:16:47Z
10.1007/s00214-007-0272-z,yes,bronze,https://link.springer.com/content/pdf/10.1007/s00214-007-0272-z.pdf,W2153804762,2026-08-08T00:16:47Z
10.1007/s00214-010-0726-6,yes,green,http://dx.doi.org/10.1007/s00214-010-0726-6,W1997682199,2026-08-08T00:16:47Z
10.1007/s00214-011-0894-z,yes,green,http://hdl.handle.net/10486/7354,W2047405638,2026-08-08T00:16:47Z
10.1007/s00214-021-02746-9,yes,hybrid,https://link.springer.com/content/pdf/10.1007/s00214-021-02746-9.pdf,W3163647550,2026-08-08T00:16:47Z
10.1007/s00214-023-03064-y,yes,hybrid,https://link.springer.com/content/pdf/10.1007/s00214-023-03064-y.pdf,W4388624885,2026-08-08T00:16:47Z
10.1007/s00214-026-03274-0,yes,hybrid,https://link.springer.com/content/pdf/10.1007/s00214-026-03274-0.pdf,W7127637267,2026-08-08T00:16:47Z
10.1007/s002140050246,yes,green,https://archive-ouverte.unige.ch/unige:2950,W1499443070,2026-08-08T00:16:47Z
10.1007/s00894-011-1283-1,yes,green,http://americanae.aecid.es/americanae/es/registros/registro.do?tipoRegistro=MTD&idBib=3308034,W2028835978,2026-08-08T00:16:47Z
10.1007/s00894-024-05881-9,yes,hybrid,https://link.springer.com/content/pdf/10.1007/s00894-024-05881-9.pdf,W4392978793,2026-08-08T00:16:47Z
10.1007/s11224-019-01407-9,yes,hybrid,https://link.springer.com/content/pdf/10.1007/s11224-019-01407-9.pdf,W2969509515,2026-08-08T00:16:47Z
10.1007/s11426-006-0289-5,no,closed,,W2148929260,2026-08-08T00:16:47Z
10.1016/0009-2614(91)87121-q,yes,green,https://ntrs.nasa.gov/api/citations/19920017296/downloads/19920017296.pdf,W2056528709,2026-08-08T00:16:47Z
10.1016/0166-1280(94)03888-r,yes,hybrid,https://www.sciencedirect.com/science/article/pii/016612809403888R/pdf,W2070467709,2026-08-08T00:16:47Z
10.1016/j.chemphys.2004.01.017,yes,green,https://ruj.uj.edu.pl/xmlui/handle/item/130702,W2060789838,2026-08-08T00:16:47Z
10.1016/j.chemphys.2012.01.009,yes,green,http://dx.doi.org/10.1016/j.chemphys.2012.01.009,W1994189865,2026-08-08T00:16:47Z
10.1016/j.chemphys.2014.05.012,yes,green,http://urn.kb.se/resolve?urn=urn:nbn:se:uu:diva-229702,W2064983470,2026-08-08T00:16:47Z
10.1016/j.chemphys.2015.04.007,yes,green,http://uvadoc.uva.es/handle/10324/21478,W2021415100,2026-08-08T00:16:47Z
10.1016/j.chemphys.2016.10.003,yes,green,https://arxiv.org/pdf/1610.04436,W2527705372,2026-08-08T00:16:47Z
10.1016/j.chemphys.2018.04.020,yes,green,https://discovery.ucl.ac.uk/10053414/1/article.pdf,W2799775759,2026-08-08T00:16:47Z
10.1016/j.chemphys.2018.06.017,yes,green,https://discovery.ucl.ac.uk/10053415/1/paper.pdf,W2809841053,2026-08-08T00:16:47Z
10.1016/j.chemphys.2021.111226,yes,bronze,https://www.sciencedirect.com/science/article/pii/S0301010421001373,W3157421356,2026-08-08T00:16:47Z
10.1016/j.combustflame.2025.114232,yes,hybrid,https://doi.org/10.1016/j.combustflame.2025.114232,W4410554926,2026-08-08T00:16:47Z
10.1016/j.combustflame.2026.115037,yes,hybrid,https://doi.org/10.1016/j.combustflame.2026.115037,W7160596091,2026-08-08T00:16:47Z
10.1016/j.comptc.2019.01.026,yes,green,https://arxiv.org/pdf/1901.07501,W2913667368,2026-08-08T00:16:47Z
10.1016/j.comptc.2024.114744,yes,hybrid,https://doi.org/10.1016/j.comptc.2024.114744,W4400320994,2026-08-08T00:16:47Z
10.1016/j.cplett.2004.03.026,yes,green,https://ruj.uj.edu.pl/xmlui/handle/item/130707,W1984166883,2026-08-08T00:16:47Z
10.1016/j.cplett.2005.08.024,yes,green,https://dspace.library.uu.nl/handle/1874/25897,W1997812807,2026-08-08T00:16:47Z
10.1016/j.cplett.2006.04.073,yes,bronze,https://ars.els-cdn.com/content/image/1-s2.0-S0009261406004829-fx1.jpg,W1987851947,2026-08-08T00:16:47Z
10.1016/j.cplett.2010.01.026,yes,green,https://research.rug.nl/en/publications/0f90c46b-b01a-4073-a6b4-a0794120bdd4,W2156819210,2026-08-08T00:16:47Z
10.1016/j.cplett.2011.12.021,yes,green,http://dx.doi.org/10.1016/j.cplett.2011.12.021,W2058084523,2026-08-08T00:16:47Z
10.1016/j.cplett.2012.06.011,yes,green,https://arxiv.org/pdf/1206.1304,W1767664413,2026-08-08T00:16:47Z
10.1016/j.cplett.2017.01.013,yes,hybrid,https://doi.org/10.1016/j.cplett.2017.01.013,W2571067588,2026-08-08T00:16:47Z
10.1016/j.cplett.2017.03.007,yes,hybrid,https://www.sciencedirect.com/science/article/pii/S0009261417302191/pdf,W2592838325,2026-08-08T00:16:47Z
10.1016/j.cplett.2017.03.074,yes,green,http://americanae.aecid.es/americanae/es/registros/registro.do?tipoRegistro=MTD&idBib=3268977,W2597440433,2026-08-08T00:16:47Z
10.1016/j.cplett.2017.05.061,yes,hybrid,https://doi.org/10.1016/j.cplett.2017.05.061,W2624114553,2026-08-08T00:16:47Z
10.1016/j.cplett.2019.03.004,yes,hybrid,https://doi.org/10.1016/j.cplett.2019.03.004,W2920386459,2026-08-08T00:16:47Z
10.1016/j.cplett.2020.137706,yes,hybrid,https://doi.org/10.1016/j.cplett.2020.137706,W3035037872,2026-08-08T00:16:47Z
10.1016/j.cplett.2021.138514,yes,hybrid,https://doi.org/10.1016/j.cplett.2021.138514,W3133614479,2026-08-08T00:16:47Z
10.1016/j.cplett.2025.142096,yes,hybrid,https://doi.org/10.1016/j.cplett.2025.142096,W4409838689,2026-08-08T00:16:47Z
10.1016/j.cplett.2025.142281,yes,hybrid,https://doi.org/10.1016/j.cplett.2025.142281,W4412490321,2026-08-08T00:16:47Z
10.1016/j.dyepig.2019.107705,yes,green,https://nagasaki-u.repo.nii.ac.jp/records/222,W2962215922,2026-08-08T00:16:47Z
10.1016/j.ica.2021.120524,yes,green,https://figshare.com/articles/journal_contribution/Synthesis_of_heptanuclear_Ni4Dy3_coordination_aggregate_using_tridentate_ligand_X-ray_structure_magnetism_and_theoretical_studies/16615987,W3177508800,2026-08-08T00:16:47Z
10.1016/j.ica.2025.123037,yes,hybrid,https://doi.org/10.1016/j.ica.2025.123037,W4417211069,2026-08-08T00:16:47Z
10.1016/j.jlumin.2013.08.066,no,closed,,W1556613987,2026-08-08T00:16:47Z
10.1016/j.jlumin.2018.02.066,yes,hybrid,https://doi.org/10.1016/j.jlumin.2018.02.066,W2795323846,2026-08-08T00:16:47Z
10.1016/j.jlumin.2021.118700,no,closed,,W4200014026,2026-08-08T00:16:47Z
10.1016/j.jms.2012.12.005,yes,green,http://dx.doi.org/10.1016/j.jms.2012.12.005,W2026642233,2026-08-08T00:16:47Z
10.1016/j.jms.2024.111902,yes,hybrid,https://doi.org/10.1016/j.jms.2024.111902,W4393320699,2026-08-08T00:16:47Z
10.1016/j.jphotochem.2021.113140,yes,green,https://nagasaki-u.repo.nii.ac.jp/records/26304,W3121117582,2026-08-08T00:16:47Z
10.1016/j.mtchem.2023.101489,yes,hybrid,https://ars.els-cdn.com/content/image/1-s2.0-S2468519423001167-ga1_lrg.jpg,W4365152530,2026-08-08T00:16:47Z
10.1016/j.omx.2022.100188,yes,gold,https://www.sciencedirect.com/science/article/pii/S2590147822000523/pdf,W4297361076,2026-08-08T00:16:47Z
10.1016/j.poly.2019.114257,yes,green,https://www.osti.gov/biblio/1777624,W2991811976,2026-08-08T00:16:47Z
10.1016/j.procs.2014.05.125,yes,diamond,https://www.sciencedirect.com/science/article/pii/S1877050914003020/pdf,W2085321209,2026-08-08T00:16:47Z
10.1016/j.saa.2019.117578,yes,hybrid,https://doi.org/10.1016/j.saa.2019.117578,W2979387010,2026-08-08T00:16:47Z
10.1016/j.ssi.2006.12.005,no,closed,,W2036148392,2026-08-08T00:16:47Z
10.1016/j.susc.2015.06.018,yes,hybrid,https://doi.org/10.1016/j.susc.2015.06.018,W1176755638,2026-08-08T00:16:47Z
10.1016/j.tet.2025.134583,yes,hybrid,https://doi.org/10.1016/j.tet.2025.134583,W4408388082,2026-08-08T00:16:47Z
10.1016/j.theochem.2006.02.013,yes,green,https://www.ncbi.nlm.nih.gov/pmc/articles/1993802,W2078026932,2026-08-08T00:16:47Z
10.1016/s0009-2614(00)01218-5,yes,bronze,https://www.sciencedirect.com/science/article/pii/S0009261400012185,W2131705378,2026-08-08T00:16:47Z
10.1016/s0009-2614(00)01447-0,yes,bronze,https://www.sciencedirect.com/science/article/pii/S0009261400014470,W1995927525,2026-08-08T00:16:47Z
