tier,key,doi,title,status,rows,rows_with_gaps,priority_score,missing_nel,missing_norb,missing_orbital_description,missing_basis_set,missing_software,mining_model,text_available,si_fetched
A-active-space,W4309044509,10.48550/arxiv.2211.05909,Four-body singlet potential energy surface for reactions of calcium monofluoride,extracted_partial,1,1,6,1,1,0,0,0,claude-opus-5,yes,no
A-active-space,W4319159601,10.3390/ijms24032906,Intermolecular-Type Conical Intersections in Benzene Dimer,extracted_partial,1,1,6,1,0,0,1,1,claude-opus-4-8,yes,no
A-active-space,W4382198385,10.1021/acs.inorgchem.3c00536,Are Actinyl Cations Good Probes for Structure Determination in Solution by NMR?,extracted_partial,1,1,6,1,0,0,1,1,claude-opus-4-8,yes,no
A-active-space,W4393233183,10.1002/qua.27367,"Ab initio investigation of potential energy curves of He<sub>2</sub>, He<sub>2</sub><sup>+</sup>, and extrapol",extracted,1,1,6,1,1,0,0,0,gpt-5.6,yes,no
A-active-space,W4396881722,10.1021/acs.jpclett.4c01372,Toward Accurate Spin–Orbit Splittings from Relativistic Multireference Electronic Structure Theory,extracted,2,1,6,1,1,0,0,0,claude-opus-4-8,yes,no
A-active-space,W4400320994,10.1016/j.comptc.2024.114744,Modeling silver clusters-hydrocarbon interactions: A challenge for SCC-DFTB,extracted_partial,1,1,6,1,1,0,0,0,gpt-5.6,yes,no
A-active-space,W4406067796,10.1002/jcc.27530,"Thermodynamic Stability in Transition Metal‐Hydrogen Dications: Potential Energy Curves, Spectroscopic Paramet",extracted,1,1,6,1,1,0,0,0,gpt-5.6,yes,no
A-active-space,W4411149384,10.55959/msu0579-9384-2-2025-66-4-292-302,MULTICONFIGURATION QUANTUM CHEMISTRY CALCULATIONS FOR DESCRIBING PHOTOINDUCED DNA REPAIR,extracted_partial,1,1,6,0,1,0,1,1,claude-opus-4-8,yes,no
A-active-space,W4416881924,10.1039/d5sc09498d,Accurate energies for ππ* excited states <i>via</i> exchange scaling: the XS-CASSCF method,extracted,3,1,6,1,1,0,0,0,claude-opus-4-8,yes,no
A-active-space,W7162304630,10.1093/mnras/stag985,ExoMol line lists – LXX. The CO fourth positive band system,extracted,1,1,6,1,1,0,0,0,gpt-5.6,yes,no
A-active-space,W7162552591,10.13140/rg.2.2.30611.64807,Profunctor-CASSCF: A Category-Theoretic Formulation of Constrained CASSCF for Smooth Transition-Metal Potentia,extracted_partial,2,1,6,1,1,0,0,0,claude-opus-5,yes,no
A-active-space,W1974706088,10.1002/chem.200802338,Generating Cu<sup>II</sup>–Oxyl/Cu<sup>III</sup>–Oxo Species from Cu<sup>I</sup>–α‐Ketocarboxylate Complexes a,extracted_partial,1,1,5,1,0,0,1,0,claude-opus-5,yes,no
A-active-space,W1985531935,10.4236/jmp.2011.210146,Spin-Orbit Electronic Structure of the ScBr Molecule,extracted,1,1,5,0,1,0,1,0,claude-opus-4-8,yes,no
A-active-space,W2073689158,10.1002/mrc.1413,Solvent effects on the spin–spin coupling constants of acetylene revisited: supermolecular and polarizable con,extracted_partial,1,1,5,1,0,0,1,0,claude-opus-5,yes,no
A-active-space,W2592076447,10.1093/mnras/stx630,Radiative association of C(3P) and H+: triplet states,extracted,1,1,5,1,0,0,1,0,gpt-5.6,yes,no
A-active-space,W2895215784,10.1103/physreva.99.042702,"Cold reactive and nonreactive collisions of Li and Rb with <mml:math xmlns:mml=""http://www.w3.org/1998/Math/Ma",extracted_partial,1,1,5,1,0,0,1,0,claude-opus-4-8,yes,no
A-active-space,W3003087271,10.20900/qmr20200003,Lanthanide-Radical Magnetic Coupling in [LnPc2]0: Competing Exchange Mechanisms Captured via Ab Initio Multi-R,extracted,1,1,5,1,0,0,1,0,claude-opus-4-8,yes,no
A-active-space,W1984166883,10.1016/j.cplett.2004.03.026,The Franck–Condon and Dushinsky effects in the lowest energy 12B3u doublet of the tetracyanoquinodimethane (TC,extracted_partial,1,1,4,1,0,0,0,1,claude-opus-5,yes,no
A-active-space,W1998887703,10.1063/1.1704639,Hydrogen transfer in excited pyrrole–ammonia clusters,extracted_partial,1,1,4,1,0,0,0,1,claude-opus-5,yes,no
A-active-space,W2035901698,10.1063/1.4853655,N1s and O1s double ionization of the NO and N2O molecules,extracted_partial,1,1,4,1,0,0,0,1,claude-opus-4-8,yes,no
A-active-space,W2340610320,10.48550/arxiv.1604.04875,Ab Initio Potential Energy Surfaces and Quantum Dynamics of Rotational Inelastic Processes in the H+ Collision,extracted_partial,1,1,4,0,1,0,0,1,claude-opus-5,yes,no
A-active-space,W2743775173,10.5539/mas.v11n9p14,Static Dipole Moments and Electronic Structure Calculations of the Low-Lying Electronic States of the Molecule,extracted,1,1,4,0,1,0,0,1,gpt-5.6,yes,no
A-active-space,W4210383796,10.7498/aps.71.20212108,Quantum chemical calculation of normal vibration frequencies of polyatomic molecules,extracted_partial,1,1,4,0,1,0,0,1,claude-opus-5,yes,no
A-active-space,W1223086347,10.1063/1.1321768,Theoretical and experimental study of the A2Πu–X2Πg band system of C7−,extracted,1,1,3,0,1,0,0,0,claude-opus-5,yes,no
A-active-space,W2026642233,10.1016/j.jms.2012.12.005,"The low-lying electronic states of BeCl: Potential energy curves, transition moments, transition probabilities",extracted,1,1,3,0,1,0,0,0,gpt-5.6,yes,no
A-active-space,W2078026932,10.1016/j.theochem.2006.02.013,Comments on the nature of the bonding in oxygenated dinuclear copper enzyme models,extracted_partial,1,1,3,1,0,0,0,0,claude-opus-5,yes,no
A-active-space,W2097544143,10.5539/apr.v6n2p69,Theoretical Electronic Structure of the Lowest-Lying Electronic States of the CaBr Molecule,extracted,1,1,3,1,0,0,0,0,gpt-5.6,yes,no
A-active-space,W2201334635,10.5267/j.ccl.2015.10.003,Ab initio calculations of F-H-Br system with linear geometry,extracted_partial,1,1,3,1,0,0,0,0,claude-opus-5,yes,no
A-active-space,W2201791752,10.1021/acs.jctc.5b00754,Relativistic Internally Contracted Multireference Electron Correlation Methods,extracted_partial,1,1,3,0,1,0,0,0,gpt-5.6,yes,no
A-active-space,W2314803754,10.1021/jp204497p,"Excited Electronic States, Transition Probabilities, and Radiative Lifetimes of CAs: A Theoretical Contributio",extracted,1,1,3,0,1,0,0,0,gpt-5.6,yes,no
A-active-space,W2477486362,10.1002/chem.201601971,Enhancement of Tb<sup>III</sup>–Cu<sup>II</sup> Single‐Molecule Magnet Performance through Structural Modifica,extracted_partial,1,1,3,1,0,0,0,0,claude-opus-4-8,yes,no
A-active-space,W2752338593,10.1063/1.4990661,"Potential energy and dipole moment surfaces of the triplet states of the O2(X3Σg−) − O2(X3Σg−,a1Δg,b1Σg+) comp",extracted,1,1,3,0,1,0,0,0,claude-opus-4-8,yes,no
A-active-space,W2765728662,10.1063/1.4993648,"Theoretical electronic structure of the cadmium monohalide molecules CdX (X = F, Cl, Br, I)",extracted,1,1,3,0,1,0,0,0,gpt-5.6,yes,no
A-active-space,W2788141143,10.1021/acs.jctc.7b00989,Spin–Orbit Coupling via Four-Component Multireference Methods: Benchmarking on p-Block Elements and Tentative ,extracted,1,1,3,1,0,0,0,0,gpt-5.6,yes,no
A-active-space,W2807141029,10.13097/archive-ouverte/unige:104838,"Computational chemistry studies of carbohydrates, fullerenes and other systems: molecular mechanics modeling, ",extracted_partial,1,1,3,0,1,0,0,0,claude-opus-5,yes,no
A-active-space,W2959789209,10.1021/acsomega.9b01395,Accurate Potential Energy Surfaces for the Three Lowest Electronic States of N(<sup>2</sup>D) + H<sub>2</sub>(,extracted_partial,1,1,3,1,0,0,0,0,claude-opus-5,yes,no
A-active-space,W3083587694,10.1039/d0qi00854k,Magnetic exchange interactions in symmetric lanthanide dimetallics,extracted_partial,1,1,3,1,0,0,0,0,claude-opus-4-8,yes,no
A-active-space,W3119347909,10.1002/anie.202011337,The Optical Spectrum of Au<sub>2</sub><sup>+</sup>,extracted,1,1,3,1,0,0,0,0,claude-opus-4-8,yes,no
A-active-space,W3128581346,10.1088/1367-2630/abd50d,Laser cooling and electronic structure studies of CaK and its ions CaK<sup>±</sup>,extracted,1,1,3,1,0,0,0,0,gpt-5.6,yes,no
A-active-space,W3203446879,10.1039/d1dt02346b,Assessment of minimal active space CASSCF-SO methods for calculation of atomic Slater–Condon and spin–orbit co,extracted_partial,1,1,3,1,0,0,0,0,claude-opus-4-8,yes,no
A-active-space,W3214244917,10.21203/rs.3.rs-970279/v1,Three Dimensional Potential Energy Surface For The F3,extracted_partial,1,1,3,1,0,0,0,0,claude-opus-5,yes,no
A-active-space,W4320008496,10.1039/d2sc06933d,Structure and bonding patterns in heterometallic organometallics with linear Ln–Pd–Ln motifs,extracted_partial,1,1,3,1,0,0,0,0,claude-opus-4-8,yes,no
A-active-space,W4396861216,10.1021/acs.inorgchem.4c00731,"Linear, Electron-Rich Erbium Single-Molecule Magnet with Dibenzocyclooctatetraene Ligands",extracted_partial,1,1,3,1,0,0,0,0,claude-opus-4-8,yes,no
A-active-space,W4399395240,10.1093/mnras/stae1340,Full spectroscopic model and trihybrid experimental-perturbative-variational line list for NH,extracted,1,1,3,1,0,0,0,0,gpt-5.6,yes,no
A-active-space,W4417496909,10.1002/anie.202522076,Leveraging 3d‐4f Coordination: Molecular Quantum Spring‐Magnet Behavior in Axial Ni <sub>2</sub> Ln Complexes,extracted_partial,1,1,3,1,0,0,0,0,claude-opus-4-8,yes,no
A-active-space,W7155069273,10.5445/ir/1000187885,"Dinuclear Rare-Earth β-Diketiminates with Bridging 3,5-Di tert -butyl-catecholates: Synthesis, Structure, and ",extracted_partial,1,1,3,1,0,0,0,0,claude-opus-4-8,yes,no
B-basis-orbitals,W4250745118,10.26434/chemrxiv-2021-xr3x5,Dipole Moment Calculations Using Multiconfiguration Pair-Density Functional Theory and Hybrid Multiconfigurati,extracted,23,23,115,0,0,23,23,23,gpt-5.6,yes,no
B-basis-orbitals,W4287578679,10.1063/5.0101838,Computation of NMR shieldings at the CASSCF level using gauge-including atomic orbitals and Cholesky decomposi,extracted_partial,28,28,108,0,0,28,26,0,claude-opus-4-8,yes,yes
B-basis-orbitals,W3140850877,10.1021/acs.jctc.1c00327,Second-Order CASSCF Algorithm with the Cholesky Decomposition of the Two-Electron Integrals,extracted_partial,31,31,62,0,0,31,0,0,claude-opus-4-8,yes,no
B-basis-orbitals,W4406526110,10.1021/acs.jctc.4c01462,FCIQMC-CASPT2 with Imaginary-Time-Averaged Wave Functions,extracted,6,6,30,0,0,6,6,6,gpt-5.6,yes,no
B-basis-orbitals,W7118143680,10.26434/chemrxiv-2025-gbcfl-v2,Decomposition of magnetic coupling in µ-oxo-bridged metal complexes,extracted,6,6,30,0,0,6,6,6,gpt-5.6,yes,no
B-basis-orbitals,W4416239203,10.1002/jcc.70267,On the Role of Electronic Correlation and State‐Specific Environment Polarization in Singlet–Triplet Gap Inver,extracted,5,5,25,0,0,5,5,5,gpt-5.6,yes,no
B-basis-orbitals,W2100352694,10.1039/c3ra47088a,f-Orbital covalency in the actinocenes (An = Th–Cm): multiconfigurational studies and topological analysis,extracted,7,7,21,0,0,0,7,7,claude-opus-5,yes,no
B-basis-orbitals,W3016981447,10.1021/acs.jctc.9b00917,Comparison of Spin-Flip TDDFT-Based Conical Intersection Approaches with XMS-CASPT2,extracted_partial,9,9,18,0,0,9,0,0,claude-opus-4-8,yes,no
B-basis-orbitals,W2981077766,10.3390/magnetochemistry5040058,A Series of Field-Induced Single-Ion Magnets Based on the Seven-Coordinate Co(II) Complexes with the Pentadent,extracted,5,5,15,0,0,0,5,5,claude-opus-5,yes,no
B-basis-orbitals,W4411223459,10.26434/chemrxiv-2025-q6rfm-v2,Modeling Strong Light-Matter Coupling in Correlated Systems: State-Averaged Cavity Quantum Electrodynamics Com,extracted,4,3,15,0,0,3,3,3,claude-opus-5;gpt-5.6,yes,no
B-basis-orbitals,W2075557019,10.1063/1.4735018,The role of the magnetic orbitals in the calculation of the magnetic coupling constants from multireference pe,extracted,4,4,12,0,0,0,4,4,claude-opus-4-8,yes,no
B-basis-orbitals,W2267960904,10.1021/acs.inorgchem.5b01505,Magnetic Transitions in Iron Porphyrin Halides by Inelastic Neutron Scattering and Ab Initio Studies of Zero-F,extracted,4,4,12,0,0,0,4,4,claude-opus-4-8,yes,no
B-basis-orbitals,W3211972474,10.1021/acs.jctc.1c00915,Dipole Moment Calculations Using Multiconfiguration Pair-Density Functional Theory and Hybrid Multiconfigurati,extracted_partial,6,6,12,0,0,6,0,0,claude-opus-4-8,yes,no
B-basis-orbitals,W3212026209,10.1021/acs.organomet.1c00516,"Spectroscopic, Magnetic, and Computational Investigations on a Series of Rhenium(III) Cyclopentadienide β-dike",extracted_partial,4,4,12,0,0,0,4,4,claude-opus-5,yes,no
B-basis-orbitals,W4255059988,10.26434/chemrxiv.7195370.v1,On the Role of Valence and Semi-Core Electron Correlation on Spin-Gaps in Fe(II)-Porphyrins,extracted,3,3,12,0,0,2,3,2,claude-opus-5;gpt-5.6,yes,no
B-basis-orbitals,W4313829788,10.1002/cphc.202200889,A Theoretical Account of the Coupling between Metal‐ and Ligand‐centred Spins,extracted,6,6,12,0,0,0,6,0,claude-opus-5,yes,no
B-basis-orbitals,W3184847668,10.1021/jacs.1c05099,Elucidating the Role of Halides and Iron during Radiolysis-Driven Oxidative Etching of Gold Nanocrystals Using,extracted_partial,2,2,10,0,0,2,2,2,claude-opus-5,yes,no
B-basis-orbitals,W4235233820,10.26434/chemrxiv.12917930.v1,An Algorithm to Correct for the CASSCF Active Space in Multiscale QM/MM Calculations Based on Geometry Ensembl,extracted,5,5,10,0,0,0,5,0,claude-opus-5,yes,no
B-basis-orbitals,W4238927677,10.26434/chemrxiv-2021-3p2sx,Excited States of Crystalline Point Defects with Multireference Density Matrix Embedding Theory,extracted,2,2,10,0,0,2,2,2,gpt-5.6,yes,no
B-basis-orbitals,W4253843485,10.26434/chemrxiv.9108527.v1,A Heterogeneous CPU + GPU Algorithm for Variational Two-Electron Reduced-Density Matrix Driven Complete Active,extracted,3,2,10,0,0,2,2,2,claude-opus-5;gpt-5.6,yes,no
B-basis-orbitals,W1965058772,10.1021/ic501435a,"Multiply Bonded Metal(II) Acetate (Rhodium, Ruthenium, and Molybdenum) Complexes with the <i>trans</i>-1,2-Bis",extracted_partial,3,3,9,0,0,0,3,3,claude-opus-5,yes,no
B-basis-orbitals,W1995256991,10.1021/jp0509257,[Mo<sub>2</sub>(CN)<sub>11</sub>]:<sup>5-</sup> A Detailed Description of Ligand-Field Spectra and Magnetic Pr,extracted_partial,3,3,9,0,0,0,3,3,claude-opus-5,yes,no
B-basis-orbitals,W2036295707,10.1039/b810744k,A theoretical study of the ground state and lowest excited states of PuO0/+/+2 and PuO20/+/+2,extracted_partial,3,3,9,0,0,0,3,3,claude-opus-4-8,yes,no
B-basis-orbitals,W2966203361,10.3390/magnetochemistry5030046,Redox-Active Dysprosium Single-Molecule Magnet: Spectro-Electrochemistry and Theoretical Investigations,extracted_partial,3,3,9,0,0,0,3,3,claude-opus-5,yes,no
B-basis-orbitals,W4280545479,10.1021/acs.jctc.2c00194,<sup>237</sup>Np Mössbauer Isomer Shifts: A Lesson About the Balance of Static and Dynamic Electron Correlatio,extracted,3,3,9,0,0,0,3,3,claude-opus-4-8,yes,no
B-basis-orbitals,W4386690317,10.1002/ejoc.202300461,Meta‐Ortho Effect on the Excited State Pathways of Chloroanilines,extracted_partial,3,3,9,0,0,0,3,3,claude-opus-5,yes,no
B-basis-orbitals,W4408706920,10.1021/acs.inorgchem.4c03924,Computational Investigation of the Chemical Bond between An(III) Ions and Soft-Donor Ligands,extracted,3,3,9,0,0,0,3,3,claude-opus-4-8,yes,no
B-basis-orbitals,W4414021862,10.1002/poc.70035,Aromaticity and Photoreactivity of 4‐ and 3‐Nitrenopyridine 1‐Oxides and Phenylnitrene,extracted_partial,3,3,9,0,0,0,3,3,claude-opus-5,yes,no
B-basis-orbitals,W2131705378,10.1016/s0009-2614(00)01218-5,"Uranium triatomic compounds XUY (X,Y=C,N,O): a combined multiconfigurational second-order perturbation and den",extracted,4,4,8,0,0,0,4,0,claude-opus-5,yes,no
B-basis-orbitals,W2963701598,10.1002/jcc.25113,CERES: An<i>ab initio</i>code dedicated to the calculation of the electronic structure and magnetic properties,extracted,4,4,8,0,0,0,4,0,claude-opus-5,yes,no
B-basis-orbitals,W2991811976,10.1016/j.poly.2019.114257,"Magnetic properties of closo-carborane-based Co(II) single-ion complexes with O, S, Se, and Te bridging atoms",extracted,4,4,8,0,0,0,4,0,claude-opus-5,yes,no
B-basis-orbitals,W3129789227,10.1039/d1dt00260k,A new class of Dy <sup>III</sup> -SIMs associated with a guanidine-based ligand,extracted,4,4,8,0,0,0,4,0,claude-opus-5,yes,no
B-basis-orbitals,W4295512296,10.1021/acs.jctc.2c00302,Accurate Calculation of Excited-State Absorption for Small-to-Medium-Sized Conjugated Oligomers: Multiconfigur,extracted,4,4,8,0,0,0,4,0,claude-opus-5,yes,yes
B-basis-orbitals,W4377292921,10.3390/reactions4020016,The First Step and the Cob(II)alamin Cofactor Inactive Particles Reactivation in the Updated Mechanism of the ,extracted,2,2,8,0,0,2,2,0,claude-opus-5,yes,no
B-basis-orbitals,W4388977430,10.1021/jacs.3c07978,Thermally Stable Terbium(II) and Dysprosium(II) Bis-amidinate Complexes,extracted,4,4,8,0,0,0,4,0,claude-opus-4-8,yes,no
B-basis-orbitals,W1667476507,10.1063/1.475610,<i>Ab initio</i> model potential embedded-cluster study of the ground and lowest excited states of Cr3+ defect,extracted,2,2,6,0,0,0,2,2,claude-opus-4-8,yes,no
B-basis-orbitals,W1854933703,10.1080/00268976.2015.1025880,Photochemical reaction paths of cis-dienes studied with RASSCF: the changing balance between ionic and covalen,extracted_partial,2,2,6,0,0,0,2,2,claude-opus-5,yes,no
B-basis-orbitals,W1967219452,10.1021/jp108977x,Controlling the Photoreactivity of the Photoactive Yellow Protein Chromophore by Substituting at the <i>p</i>-,extracted,2,2,6,0,0,0,2,2,claude-opus-4-8,yes,no
B-basis-orbitals,W2031736620,10.1063/1.4817199,"Theoretical characterization of C7, C7−, and C7+",extracted,3,3,6,0,0,0,3,0,claude-opus-5,yes,no
B-basis-orbitals,W2564734301,10.1039/c6cp08154a,"Mechanism of activated chemiluminescence of cyclic peroxides: 1,2-dioxetanes and 1,2-dioxetanones",extracted,2,2,6,0,0,0,2,2,claude-opus-5,yes,no
B-basis-orbitals,W2644474465,10.3847/1538-4357/aa719f,"Theoretical Characterization of C<sub>6</sub>N, C<sub>6</sub>N<sup>−</sup>, and C<sub>6</sub>N<sup>+</sup>",extracted,3,3,6,0,0,0,3,0,claude-opus-5,yes,no
B-basis-orbitals,W2913961631,10.1039/c9cp00105k,Benchmarking quantum chemistry methods for spin-state energetics of iron complexes against quantitative experi,extracted_partial,2,2,6,0,0,0,2,2,claude-opus-5,yes,no
B-basis-orbitals,W2939577324,10.3390/inorganics7040052,Electronic Structure of Cubane-Like Vanadium–Nitrogen Cationic Clusters [V4N4]+ and [V6N6]+,extracted_partial,2,2,6,0,0,0,2,2,claude-opus-5,yes,no
B-basis-orbitals,W2965167068,10.1021/acs.inorgchem.9b00864,Slow Magnetic Relaxation in Dinuclear Co<sup>II</sup>Y<sup>III</sup> Complexes,extracted,3,3,6,0,0,0,3,0,claude-opus-5,yes,no
B-basis-orbitals,W3201157272,10.3390/photochem1020018,Modelling Photoionisations in Tautomeric DNA Nucleobase Derivatives 7H-Adenine and 7H-Guanine: Ultrafast Decay,extracted,2,2,6,0,0,0,2,2,claude-opus-5,yes,no
B-basis-orbitals,W3201708119,10.26434/chemrxiv.9750872.v1,"Relaxation Dynamics of Hydrated Thymine, Thymidine, and Thymidine Monophosphate Probed by Liquid Jet Time-Reso",extracted,2,2,6,0,0,1,1,2,claude-opus-5;gpt-5.6,yes,no
B-basis-orbitals,W4210442771,10.1002/ejic.202200010,Chiral Emissive Lanthanide Complexes from Enantiopure [6]Helicene‐bis(pyrazolyl)‐pyridine Ligands,extracted_partial,2,2,6,0,0,0,2,2,claude-opus-5,yes,no
B-basis-orbitals,W4221141629,10.1063/5.0090447,A trust-region augmented Hessian implementation for state-specific and state-averaged CASSCF wave functions,extracted,5,3,6,0,0,3,0,0,claude-opus-4-8,yes,no
B-basis-orbitals,W4225793172,10.1021/acs.inorgchem.1c03005,Computational Spectroscopy of the Cr–Cr Bond in Coordination Complexes,extracted,3,3,6,0,0,3,0,0,gpt-5.6,yes,no
B-basis-orbitals,W4293105066,10.1002/chem.202201883,Analysis of the Magnetic Coupling in a Mn(II)‐U(V)‐Mn(II) Single Molecule Magnet,extracted_partial,2,2,6,0,0,0,2,2,claude-opus-5,yes,no
B-basis-orbitals,W4297996670,10.1063/5.0106422,Multiconfigurational short-range density functional theory for nuclear magnetic resonance shielding constants ,extracted,3,3,6,0,0,0,3,0,claude-opus-5,yes,no
B-basis-orbitals,W4316687847,10.1002/chem.202203494,Ligand Modulation of the Structures and Magnetic Relaxation in Triangular Dy<sub>3</sub> Complexes Based on a ,extracted,3,3,6,0,0,0,3,0,claude-opus-5,yes,no
B-basis-orbitals,W4367174413,10.1021/acs.jctc.3c00123,Complete Active Space Methods for NISQ Devices: The Importance of Canonical Orbital Optimization for Accuracy ,extracted,5,3,6,0,0,3,0,0,claude-opus-4-8,yes,no
B-basis-orbitals,W4379796885,10.1002/wcms.1675,<scp>MultiPsi</scp>: A python‐driven <scp>MCSCF</scp> program for photochemistry and spectroscopy simulations ,extracted,5,3,6,0,0,0,3,0,claude-opus-5,yes,no
B-basis-orbitals,W4383711329,10.1021/acs.inorgchem.3c01068,Investigating Metal–Metal Bond Polarization in a Heteroleptic Tris-Ylide Diiron System,extracted_partial,2,2,6,0,0,0,2,2,claude-opus-5,yes,no
B-basis-orbitals,W4383896191,10.1021/acs.jctc.3c00393,New Insights on Singlet Oxygen Release from Li-Air Battery Cathode: Periodic DFT Versus CASPT2 Embedded Cluste,extracted,2,2,6,0,0,0,2,2,claude-opus-5,yes,no
B-basis-orbitals,W4392390594,10.1002/vjch.202300355,Unveiling geometric and electronic structures of NbSi<sub>4</sub><sup>−/0</sup> clusters and electron detachme,extracted_partial,2,2,6,0,0,0,2,2,claude-opus-5,yes,no
B-basis-orbitals,W4399813571,10.1039/d4dt00582a,<i>In situ</i> hydrolysis of a carbophosphazene ligand leads to one-dimensional lanthanide coordination polyme,extracted,3,3,6,0,0,0,3,0,claude-opus-4-8,yes,no
B-basis-orbitals,W4401413916,10.1021/acs.jctc.4c00578,Combined Multireference–Multiscale Approach to the Description of Photosynthetic Reaction Centers,extracted,2,2,6,0,0,0,2,2,claude-opus-4-8,yes,no
B-basis-orbitals,W4403485886,10.3390/reactions5040039,The Second Protonation in the Bio-Catalytic Cycles of the Enzymes Cytochrome P450 and Superoxide Reductase,extracted_partial,2,2,6,0,0,0,2,2,claude-opus-5,yes,no
B-basis-orbitals,W4406385640,10.1002/chem.202404546,"Tolane‐Based Phosphino‐ and Arsino‐Ruthenium Complexes in Three Different Oxidation States: Ru(I), Ru(II) and ",extracted_partial,2,2,6,0,0,0,2,2,claude-opus-5,yes,no
B-basis-orbitals,W4412726638,10.1021/acs.jpca.5c03946,A Multireference Picture of Electronic Excited States in Vanadyl and Copper Tetraphenyl Porphyrin Molecular Qu,extracted,2,2,6,0,0,0,2,2,claude-opus-4-8,yes,yes
B-basis-orbitals,W1972751374,10.1039/c3cp51440d,Reaction selectivity in an ionized water dimer: nonadiabatic ab initio dynamics simulations,extracted_partial,1,1,5,0,0,1,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W3208491084,10.26434/chemrxiv.12385940.v1,"Multiconfigurational Static and Dynamic Calculations Explain Tricyclo[4,2,0,02,5]octa-3,7-diene Photochemistry",extracted,2,1,5,0,0,1,1,1,claude-opus-5;gpt-5.6,yes,no
B-basis-orbitals,W4226357349,10.1021/acs.jctc.1c01048,Nonadiabatic Molecular Dynamics by Multiconfiguration Pair-Density Functional Theory,extracted,2,1,5,0,0,1,1,1,claude-opus-5;gpt-5.6,yes,no
B-basis-orbitals,W4413048785,10.1002/anie.202513772,"Bicyclo[1.1.0]tetragermane‐2,4‐diide Diradicaloid",extracted,1,1,5,0,0,1,1,1,gpt-5.6,yes,no
B-basis-orbitals,W1983718324,10.1002/ejtc.52,Theoretical study on electronic structures of oxygenated dipoles and mechanisms of ozonolysis reactions,extracted,2,2,4,0,0,0,2,0,claude-opus-5,yes,no
B-basis-orbitals,W2002530679,10.1021/ct7003148,Embedding Fragment ab Initio Model Potentials in CASSCF/CASPT2 Calculations of Doped Solids: Implementation an,extracted,2,2,4,0,0,0,2,0,claude-opus-5,yes,no
B-basis-orbitals,W2016813178,10.1002/qua.21041,"Theoretical analysis of low‐lying charge transfer states in [Ru(X) (Me)(CO)<sub>2</sub>(Me‐DAB)] (XCl, I; DAB1",extracted,2,2,4,0,0,0,2,0,claude-opus-5,yes,no
B-basis-orbitals,W2030991298,10.1002/jcc.10102,<i>Ab initio</i> study of the mechanism of singlet‐dioxygen addition to hydroxyaromatic compounds: Negative ev,extracted,2,2,4,0,0,0,2,0,claude-opus-5,yes,no
B-basis-orbitals,W2070467709,10.1016/0166-1280(94)03888-r,"Calculations of the energies, geometries and vibrational frequencies of the ground and first excited singlet s",extracted_partial,2,2,4,0,0,0,2,0,claude-opus-5,yes,no
B-basis-orbitals,W2082194125,10.1002/qua.24628,Theoretical study of Pu and Am tetracarbide molecules,extracted_partial,2,2,4,0,0,0,2,0,claude-opus-5,yes,no
B-basis-orbitals,W2794279393,10.1021/acs.jpclett.8b00684,Inclusion of Machine Learning Kernel Ridge Regression Potential Energy Surfaces in On-the-Fly Nonadiabatic Mol,extracted_partial,1,1,4,0,0,1,1,0,claude-opus-4-8,yes,no
B-basis-orbitals,W2998952615,10.3390/molecules25020277,"The Structural and Magnetic Properties of FeII and CoII Complexes with 2-(furan-2-yl)-5-pyridin-2-yl-1,3,4-oxa",extracted,2,2,4,0,0,0,2,0,claude-opus-4-8,yes,no
B-basis-orbitals,W3162021482,10.1002/ejic.202100524,Synthesis and Characterization of a Cobalt(III) Corrole with an S‐Bound DMSO Ligand,extracted,2,2,4,0,0,0,2,0,claude-opus-5,yes,no
B-basis-orbitals,W3177508800,10.1016/j.ica.2021.120524,"Synthesis of heptanuclear Ni4Dy3 coordination aggregate using tridentate ligand: X-ray structure, magnetism an",extracted,2,2,4,0,0,0,2,0,claude-opus-5,yes,no
B-basis-orbitals,W4404327395,10.1021/acs.jctc.4c01125,Fully Polarizable Multiconfigurational Self-Consistent Field/Fluctuating Charges Approach,extracted,2,2,4,0,0,0,1,2,claude-opus-4-8,yes,no
B-basis-orbitals,W7167974851,10.48550/arxiv.2607.08178,State-Averaged Density Matrix Embedding Theory for Local Excitations,extracted,2,2,4,0,0,0,2,0,claude-opus-5,yes,no
B-basis-orbitals,W1971461823,10.1039/c4cp04748f,An experimental and theoretical study of the photoisomerization and thermal reversion on 5-arylmethylene-2-thi,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W1986158933,10.1002/qua.22391,"Assignment on the X, A, B, C, and D states of the C<sub>6</sub>H<sub>5</sub>Br<sup>+</sup> cation based on hig",extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W1992834044,10.1063/1.3148366,"The reaction of N2O with phenylium ions C6(H,D)5+: An integrated experimental and theoretical mechanistic stud",extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W1994759132,10.1063/1.3442374,The low-lying states of the scandium dimer,extracted,1,1,3,0,0,0,1,1,gpt-5.6,yes,no
B-basis-orbitals,W2000579811,10.1002/poc.1613,Formation of PAHs and soot platelets: multiconfiguration theoretical study of the key step in the ring closure,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
