Title,Author,Year,Citation count,Open access,DOI
Relaxation Mechanisms of 5-Azacytosine,Angelo Giussani|Manuela Merchán|João Paulo Gobbo|Antonio Carlos Borin,2014,32,Open Access,https://doi.org/10.1021/ct5003175
"<i>Ab initio</i>, VTST, and QCT study of the 1 2A″ potential energy surface of the N(2D)+O2(X 3Σg−)→O(3P)+NO(X 2Π) reaction",Miguel González|Irene Miquel|R. Sayós,2001,20,Open Access,https://doi.org/10.1063/1.1408301
FCIQMC-Tailored Distinguishable Cluster Approach: Open-Shell Systems,Eugenio Vitale|Giovanni Li Manni|Ali Alavi|Daniel Kats,2022,25,Open Access,https://doi.org/10.1021/acs.jctc.2c00059
Solvent effects on the spin–spin coupling constants of acetylene revisited: supermolecular and polarizable continuum model calculations,Magdalena Pecul|Kenneth Ruud,2004,26,Open Access,https://doi.org/10.1002/mrc.1413
The Topological Active Space: Weak Lifting and C/T Skeleton Pre-Screening for CASSCF,Ian Richard C Buckley,2026,0,Open Access,https://doi.org/10.5281/zenodo.21300667
Multicomponent CASSCF Revisited: Large Active Spaces Are Needed for Qualitatively Accurate Protonic Densities,O. Jonathan Fajen|Kurt R. Brorsen,2021,0,Open Access,https://doi.org/10.1021/acs.jctc.0c01191
"Spin Splitting Energy of Transition Metals: A New, More Affordable Wave Function Benchmark Method and Its Use to Test Density Functional Theory",Dayou Zhang|Donald G. Truhlar,2020,65,Open Access,https://doi.org/10.1021/acs.jctc.0c00518
HAB79: A new molecular dataset for benchmarking DFT and DFTB electronic couplings against high-level <i>ab initio</i> calculations,Orestis George Ziogos|Adam Kubas|Zdeněk Futera|Weiwei Xie|Marcus Elstner|Jochen Blumberger,2021,25,Open Access,https://doi.org/10.1063/5.0076010
Can CASSCF model the excited states of xanthophyll lutein? A Density Matrix Renormalization Group journey,Ivan Giannì|C. Amovilli|Filippo Lipparini|L. Pedraza,2026,0,Open Access,https://doi.org/10.26434/chemrxiv.10001752/v1
Theoretical predictions of red and near-infrared strongly emitting <i>X</i>-annulated rylenes,Qian Peng|Yingli Niu|Zhaohui Wang|Yuqian Jiang|Yan Li|Ya‐Jun Liu|Zhigang Shuai,2011,23,Open Access,https://doi.org/10.1063/1.3549143
A mesoionic carbene complex of manganese in five oxidation states,Benjamin Wittwer|Nicole Dickmann|Stephan Berg|Daniel Leitner|Lorenzo Tesi|David Hunger|Raphael Gratzl|Joris van Slageren|Nicolás I. Neuman|Dominik Munz|Stephan Hohloch,2022,18,Open Access,https://doi.org/10.1039/d2cc00097k
Spectral properties and isomerisation path of retinal in C1C2 channelrhodopsin,Irina V. Dokukina|Oliver Weingart,2015,35,Open Access,https://doi.org/10.1039/c5cp02650d
"Comprehensive investigation of the triplet state electronic structure of free-base 5,10,15,20-tetrakis(4-sulfonatophenyl)porphyrin by a combined advanced EPR and theoretical approach",Antonio Barbon|Maria Giulia Dal Farra|Susanna Ciuti|Marco Albertini|Luca Bolzonello|Laura Orian|Marilena Di Valentin,2020,30,Open Access,https://doi.org/10.1063/1.5131753
On The Population of Triplet Excited States of 6-Aza-2-Thiothymine,João Paulo Gobbo|Antonio Carlos Borin,2013,26,Open Access,https://doi.org/10.1021/jp403508v
"Solvent effects on de-excitation channels in the p-coumaric acid methyl ester anion, an analogue of the photoactive yellow protein (PYP) chromophore",Francisco F. García-Prieto|Aurora Muñoz‐Losa|M. Luz Sánchez|M. Elena Martín|M. Aguilar,2016,11,Open Access,https://doi.org/10.1039/c6cp03541h
A First Proposal on the Nitrobenzene Photorelease Mechanism of NO<sub>2</sub> and Its Relation to NO Formation through a Roaming Mechanism,Angelo Giussani|Graham A. Worth,2024,13,Open Access,https://doi.org/10.1021/acs.jpclett.3c03457
Multireference Ab Initio Calculations of <b>g</b> tensors for Trinuclear Copper Clusters in Multicopper Oxidases,Steven Vancoillie|Jakub Chalupský|Ulf Ryde|Edward I. Solomon|Kristine Pierloot|Frank Neese|Lubomı́r Rulı́šek,2010,44,Open Access,https://doi.org/10.1021/jp103098r
"The N( <sup>4</sup> S) + O <sub>2</sub> (X <sup>3</sup> Σ−g) ↔ O( <sup>3</sup> P) + NO(X <sup>2</sup> Π) reaction: thermal and vibrational relaxation rates for the <sup>2</sup> A′, <sup>4</sup> A′ and <sup>2</sup> A′′ states",Juan Carlos San Vicente Veliz|Debasish Koner|Max Schwilk|Raymond J. Bemish|Markus Meuwly,2020,41,Open Access,https://doi.org/10.1039/c9cp06085e
"Absorption, resonance, and near‐resonance Raman studies of the tetracyanoquinodimethane neutral and its monoanion in terms of density functional theory and complete active space self‐consistent field methods",Marcin Makowski|M. Pawlikowski,2006,20,Open Access,https://doi.org/10.1002/qua.20941
Multiconfigurational second-order perturbation study of the decomposition of the radical anion of nitromethane,Juan F. Arenas|Juan C. Otero|Daniel Peláez|Juan Soto|Luis Serrano‐Andrés,2004,34,Open Access,https://doi.org/10.1063/1.1772357
Chiral Emissive Lanthanide Complexes from Enantiopure [6]Helicene‐bis(pyrazolyl)‐pyridine Ligands,Alexandre Abhervé|Maurizio Mastropasqua Talamo|Nicolas Vanthuyne|Francesco Zinna|Lorenzo Di Bari|Maxime Grasser|Boris Le Guennic|Narcis Avarvari,2022,24,Open Access,https://doi.org/10.1002/ejic.202200010
Estudos DFT e CASSCF da ligação de coordenação M-CO,Marina Pelegrini|Rafael Martinez Madeira|Sérgio E. Galembeck,2018,0,Open Access,https://doi.org/10.21826/9788563800374076
Tuning the copper( <scp>ii</scp> ) coordination properties of cyclam by subtle chemical modifications,Nathalie Camus|Nathalie Le Bris|Selbi Nuryyeva|Matthieu Chessé|David Esteban‐Gómez|Carlos Platas‐Iglesias|Raphaël Tripier|Mourad Elhabiri,2017,12,Open Access,https://doi.org/10.1039/c7dt00750g
"Vibronic activity in <i>trans</i>,<i>trans</i>-1,3,5,7 octatetraene: The <i>S</i>0→<i>S</i>1 spectrum",Wybren Jan Buma|Francesco Zerbetto,1995,30,Open Access,https://doi.org/10.1063/1.469899
Polarizable QM/MM Multiconfiguration Self-Consistent Field Approach with State-Specific Corrections: Environment Effects on Cytosine Absorption Spectrum,Quan‐Song Li|Benedetta Mennucci|Michael A. Robb|Lluı́s Blancafort|Carles Curutchet,2015,48,Open Access,https://doi.org/10.1021/ct5010388
Machine-Learned Energy Functionals for Multiconfigurational Wave Functions,Daniel S. King|Donald G. Truhlar|Laura Gagliardi,2021,26,Open Access,https://doi.org/10.1021/acs.jpclett.1c02042
An Algorithm to Correct for the CASSCF Active Space in Multiscale QM/MM Calculations Based on Geometry Ensembles,Gustavo Cárdenas|Juan J. Nogueira,2020,0,Open Access,https://doi.org/10.26434/chemrxiv.12917930.v1
ISA-Guided Active Space Selection: H^k Orbital Stratification Automates CASSCF,Ian Richard C Buckley,2026,0,Open Access,https://doi.org/10.5281/zenodo.21300680
Assessment of various natural orbitals as the basis of large active space density-matrix renormalization group calculations,Yingjin Ma|Haibo Ma,2013,43,Open Access,https://doi.org/10.1063/1.4809682
Theoretical characterization of the SiC3H− anion,Natalia Inostroza|M. L. Senent,2010,13,Open Access,https://doi.org/10.1063/1.3491264
Multicomponent CASSCF Revisited: Large Active Spaces are Needed for\n Qualitatively Accurate Protonic Densities,O. Jonathan Fajen|Kurt R. Brorsen,2020,0,Open Access,https://doi.org/10.1021/acs.jctc.0c01191.s001
"Coexistence of Two Thermally Induced Intramolecular Electron Transfer Processes in a Series of Metal Complexes [M(Cat‐N‐BQ)(Cat‐N‐SQ)]/[M(Cat‐N‐BQ)<sub>2</sub>] (M=Co, Fe, and Ni) bearing Non‐Innocent Catechol‐Based Ligands: A Combined Experimental and Theoretical Study",Emi Evangelio|Marie‐Laure Bonnet|Miquel E. Cabañas|Motohiro Nakano|Jean‐Pascal Sutter|Andrea Dei|Vincent Robert|Daniel Ruiz‐Molina,2010,43,Open Access,https://doi.org/10.1002/chem.200902568
Quantification of the Ionic Character of Multiconfigurational Wave Functions: The <i>Q</i><sub>a</sub><sup>t</sup> Diagnostic,Silmar A. do Monte|Rene F. K. Spada|Rodolpho L. R. Alves|Lachlan T. Belcher|Ron Shepard|Hans Lischka|Felix Plasser,2023,12,Open Access,https://doi.org/10.1021/acs.jpca.3c05559
How important is roaming in the photodegradation of nitrobenzene?,Angelo Giussani|Graham A. Worth,2020,29,Open Access,https://doi.org/10.1039/d0cp02077j
N1s and O1s double ionization of the NO and N2O molecules,L. Hedin|Motomichi Tashiro|P. Linusson|J. H. D. Eland|Masahiro Ehara|K. Ueda|Vitali Zhaunerchyk|Linnéa Karlsson|K. Pernestål|R. Feifel,2014,17,Open Access,https://doi.org/10.1063/1.4853655
"EPR, ENDOR, and Electronic Structure Studies of the Jahn–Teller Distortion in an Fe<sup>V</sup>Nitride",George E. Cutsail|Benjamin W. Stein|Deepak Prasad Subedi|Jeremy M. Smith|Martin L. Kirk|Brian M. Hoffman,2014,58,Open Access,https://doi.org/10.1021/ja505403j
Linear and nonlinear optical properties of a series of Ni-dithiolene derivatives,Luis Serrano‐Andrés|Aggelos Avramopoulos|Jiabo Li|Pierre Labéguerie|Didier Bégué|Vladimı́r Kellö|Μάνθος Γ. Παπαδόπουλος,2009,52,Open Access,https://doi.org/10.1063/1.3238234
How Much Dispersion Energy Is Included in the Multiconfigurational Interaction Energy?,Michał Hapka|Agnieszka Krzemińska|Katarzyna Pernal,2020,13,Open Access,https://doi.org/10.1021/acs.jctc.0c00681
"Molecular and Electronic Structures of Homoleptic Six-Coordinate Cobalt(I) Complexes of 2,2′:6′,2″-Terpyridine, 2,2′-Bipyridine, and 1,10-Phenanthroline. An Experimental and Computational Study",Jason England|Eckhard Bill|Thomas Weyhermüller|Frank Neese|Mihail Atanasov|Karl Wieghardt,2015,63,Open Access,https://doi.org/10.1021/acs.inorgchem.5b02415
Spin-State Ordering in Metal-Based Compounds Using the Localized Active Space Self-Consistent Field Method,Riddhish Pandharkar|Matthew R. Hermes|Christopher J. Cramer|Laura Gagliardi,2019,28,Open Access,https://doi.org/10.1021/acs.jpclett.9b02077
Theoretical study of the electric dipole moment function of the ClO molecule,Lars G. M. Pettersson|Stephen R. Langhoff|Delano P. Chong,1986,28,Open Access,https://doi.org/10.1063/1.451042
Orbital Optimization in the Active Space Decomposition Model,Inkoo Kim|Shane M. Parker|Toru Shiozaki,2015,28,Open Access,https://doi.org/10.1021/acs.jctc.5b00429
Using Redox-Active Ligands to Generate Actinide Ligand Radical Species,Shane S. Galley|Scott A. Pattenaude|Debmalya Ray|Carlo Alberto Gaggioli|Megan A. Whitefoot|Yusen Qiao|Robert F. Higgins|William L. Nelson|Ryan Baumbach|Joseph M. Sperling|Mat­thias Zeller|Tyler S. Collins|Eric J. Schelter|Laura Gagliardi|Thomas E. Albrecht‐Schmitt|Suzanne C. Bart,2021,31,Open Access,https://doi.org/10.1021/acs.inorgchem.1c01766
Dipole Moment Calculations Using Multiconfiguration Pair-Density Functional Theory and Hybrid Multiconfiguration Pair-Density Functional Theory,Aleksandr O. Lykhin|Donald G. Truhlar|Laura Gagliardi,2021,21,Open Access,https://doi.org/10.1021/acs.jctc.1c00915
Transient versus Static Electron Spin Relaxation in Mn<sup>2+</sup> Complexes Relevant as MRI Contrast Agents,Carlos Platas‐Iglesias|David Esteban‐Gómez|Lothar Helm|Martín Regueiro‐Figueroa,2016,33,Open Access,https://doi.org/10.1021/acs.jpca.6b05423
Electronic excited states of conjugated cyclic ketones and thioketones: A theoretical study,Luis Serrano‐Andrés|Rosendo Pou‐Amérigo|Markus P. Fülscher|Antonio Carlos Borin,2002,23,Open Access,https://doi.org/10.1063/1.1482706
Photophysics of cytosine tautomers: new insights into the nonradiative decay mechanisms from MS-CASPT2 potential energy calculations and excited-state molecular dynamics simulations,Akira Nakayama|Yu Harabuchi|Shohei Yamazaki|Tetsuya Taketsugu,2013,62,Open Access,https://doi.org/10.1039/c3cp51617b
"Importance of Electron Correlation on the Geometry and Electronic Structure of [2Fe–2S] Systems: A Benchmark Study of the [Fe<sub>2</sub>S<sub>2</sub>(SCH<sub>3</sub>)<sub>4</sub>]<sup>2–,3–,4–</sup>, [Fe<sub>2</sub>S<sub>2</sub>(SCys)<sub>4</sub>]<sup>2–</sup>, [Fe<sub>2</sub>S<sub>2</sub>(S-<i>p</i>-tol)<sub>4</sub>]<sup>2–</sup>, and [Fe<sub>2</sub>S<sub>2</sub>(S-<i>o</i>-xyl)<sub>4</sub>]<sup>2–</sup> Complexes",Demeter Tzeli|Pavlo Golub|Jiří Brabec|Mikuláš Matoušek|Katarzyna Pernal|Libor Veis|Simone Raugei|Sotiris S. Xantheas,2024,11,Open Access,https://doi.org/10.1021/acs.jctc.4c00781
Accurate energies for ππ* excited states <i>via</i> exchange scaling: the XS-CASSCF method,Rene F. K. Spada|Rodolpho L. R. Alves|Silmar A. do Monte|Lachlan T. Belcher|Ron Shepard|Adélia J. A. Aquino|Hans Lischka|Felix Plasser,2026,0,Open Access,https://doi.org/10.1039/d5sc09498d
"The Effect of Geometry, Spin, and Orbital Optimization in Achieving Accurate, Correlated Results for Iron–Sulfur Cubanes",Carlos Mejuto-Zaera|Demeter Tzeli|David B. Williams‐Young|Norm M. Tubman|Mikuláš Matoušek|Jiří Brabec|Libor Veis|Sotiris S. Xantheas|Wibe A. de Jong,2022,21,Open Access,https://doi.org/10.1021/acs.jctc.1c00830
PARASHIFT Probes: Solution NMR and X-ray Structural Studies of Macrocyclic Ytterbium and Yttrium Complexes,Kevin Mason|Nicola J. Rogers|Elizaveta A. Suturina|Ilya Kuprov|Juan A. Aguilar|Andrei S. Batsanov|Dmitry S. Yufit|David Parker,2017,37,Open Access,https://doi.org/10.1021/acs.inorgchem.6b02291
"Infrared, Raman, and Ultraviolet Absorption Spectra and Theoretical Calculations and Structure of 2,6-Difluoropyridine in Its Ground and Excited Electronic States",Hong-Li Sheu|Sunghwan Kim|Jaan Laane,2013,14,Open Access,https://doi.org/10.1021/jp407592r
<i>Ab initio</i> ground potential energy surface (3A″) for the O(3P)+N2O reaction and kinetics study,Miguel González|Rosendo Valero|R. Sayós,2001,20,Open Access,https://doi.org/10.1063/1.1381010
CdH_2范德华分子的CASSCF/SOCI研究,西平 李,1991,0,Open Access,https://doi.org/10.1360/csb1991-36-21-1633
Generating Cu<sup>II</sup>–Oxyl/Cu<sup>III</sup>–Oxo Species from Cu<sup>I</sup>–α‐Ketocarboxylate Complexes and O<sub>2</sub>: In Silico Studies on Ligand Effects and CH‐Activation Reactivity,Stefan M. Huber|Mehmed Z. Ertem|Francesco Aquilante|Laura Gagliardi|William B. Tolman|Christopher J. Cramer,2009,66,Open Access,https://doi.org/10.1002/chem.200802338
Cp<sub>2</sub>Ti(κ<sup>2</sup><i>-</i><sup><i>t</i></sup>BuNCN<sup><i>t</i></sup>Bu): A Complex with an Unusual κ<sup>2</sup> Coordination Mode of a Heterocumulene Featuring a Free Carbene,Evan P. Beaumier|Christopher P. Gordon|Robin P. Harkins|Meghan E. McGreal|Xuelan Wen|Christophe Copéret|Jason D. Goodpaster|Ian A. Tonks,2020,37,Open Access,https://doi.org/10.1021/jacs.0c02487
Variation of the Chain Geometry in Isomeric 1D Co(NCS)<sub>2</sub> Coordination Polymers and Their Influence on the Magnetic Properties,Michael Böhme|Aleksej Jochim|Michał Rams|Thomas Lohmiller|Stefan Suckert|Alexander Schnegg|Winfried Plass|Christian Näther,2020,46,Open Access,https://doi.org/10.1021/acs.inorgchem.9b03357
The Mechanism of the Acid‐Catalyzed Benzidine Rearrangement of Hydrazobenzene: A Theoretical Study,Giovanni Ghigo|Silvio Osella|Andrea Maranzana|Glauco Tonachini,2011,30,Open Access,https://doi.org/10.1002/ejoc.201001636
Comments on the nature of the bonding in oxygenated dinuclear copper enzyme models,Jean‐Philip Piquemal|Julien Pilmé,2006,21,Open Access,https://doi.org/10.1016/j.theochem.2006.02.013
Thermally Stable Terbium(II) and Dysprosium(II) Bis-amidinate Complexes,Peng‐Bo Jin|Qian‐Cheng Luo|Gemma K. Gransbury|Íñigo J. Vitórica‐Yrezábal|Tomáš Hajdu|Ilya Strashnov|Eric J. L. McInnes|Richard E. P. Winpenny|Nicholas F. Chilton|David P. Mills|Yan‐Zhen Zheng,2023,66,Open Access,https://doi.org/10.1021/jacs.3c07978
Dissociation cross sections for N2 + N → 3N and O2 + O → 3O using the QCT method,Tapan K. Mankodi|Upendra Bhandarkar|Bhalchandra Puranik,2017,32,Open Access,https://doi.org/10.1063/1.4983813
inZOR-ND: Comprehensive Validation for Automatic CASSCF Active Space Selection — 8 Benchmarks on 6 Molecular Systems,Dumitru Novic,2026,0,Open Access,https://doi.org/10.5281/zenodo.19151936
"Two-State, Three-Mode Parametrization of the Force Field of a Retinal Chromophore Model",Emanuele Marsili|Marwa H. Farag|Xuchun Yang|Luca De Vico|Massimo Olivucci,2019,22,Open Access,https://doi.org/10.1021/acs.jpca.8b10010
Μηχανιστική μελέτη φωτοδιάσπασης και φωτομετάθεσης του αιθυλοβενζολίου με υπολογισμούς CASSCF/CASPT,Σωκράτης Αναστασόπουλος,2018,0,Open Access,https://doi.org/10.26268/heal.uoi.2799
Machine learning the computational cost of quantum chemistry,Stefan Heinen|Max Schwilk|Guido Falk von Rudorff|O Anatole von Lilienfeld,2020,36,Open Access,https://doi.org/10.1088/2632-2153/ab6ac4
inZOR-ND: Comprehensive Validation for Automatic CASSCF Active Space Selection — 8 Benchmarks on 6 Molecular Systems,Dumitru Novic,2026,0,Open Access,https://doi.org/10.5281/zenodo.19164711
Symmetry-Adapted Perturbation Theory Based on Multiconfigurational\nWave Function Description of Monomers,Michał Hapka|Michał Przybytek|Katarzyna Pernal,2021,42,Open Access,https://doi.org/10.1021/acs.jctc.1c00344
"Isolation of an Annulated 1,4‐Distibabenzene Diradicaloid",Henric Steffenfauseweh|Dennis Rottschäfer|Yury V. Vishnevskiy|Beate Neumann|Hans‐Georg Stammler|Dariusz W. Szczepanik|Rajendra S. Ghadwal,2023,42,Open Access,https://doi.org/10.1002/anie.202216003
SA-CASSCF and R-matrix calculations of low-energy electron collisions with DNA bases and phosphoric acid,Lilianna Bryjko,2011,0,Open Access,
Μηχανιστική μελέτη φωτοδιάσπασης και φωτομετάθεσης του τολουολίου με υπολογισμούς CASSCF/CASPT2,Παναγιώτης Μακρής,2020,0,Open Access,https://doi.org/10.26268/heal.uoi.9681
Algorithm for Analytic Nuclear Energy Gradients of State Averaged DMRG-CASSCF Theory with Newly Derived Coupled-Perturbed Equations,Tsubasa Iino|Toru Shiozaki|Takeshi Yanai,2022,0,Open Access,https://doi.org/10.26434/chemrxiv-2022-zm9hv
Spectroscopic fingerprints of DNA/RNA pyrimidine nucleobases in third-order nonlinear electronic spectra,Angelo Giussani|Javier Segarra‐Martí|Artur Nenov|Ivan Rivalta|Alessandra Tolomelli|Shaul Mukamel|Marco Garavelli,2016,32,Open Access,https://doi.org/10.1007/s00214-016-1867-z
"On the three lowest spin states of Na 13 + . Hybrid DFT and Benchmark CASSCF(12,12)+CASPT2 studies",Emiliano Isaías Alanís‐Manzano|A. Ramı́rez-Solı́s,2022,0,Open Access,https://doi.org/10.22541/au.165293470.03279945/v1
Magnetic Anisotropy of [Mo(CN)<sub>7</sub>]<sup>4-</sup> Anions and Fragments of Cyano-Bridged Magnetic Networks,Liviu F. Chibotaru|Marc Hendrickx|Sergiu Clima|Joulia Larionova≠|Arnout Ceulemans,2005,41,Open Access,https://doi.org/10.1021/jp051858j
Spin State Energetics and Oxyl Character of Mn-Oxo Porphyrins by Multiconfigurational ab Initio Calculations: Implications on Reactivity,Sergio A. V. Jannuzzi|Quan Manh Phung|Alex Domingo|André Luiz Barboza Formiga|Kristine Pierloot,2016,53,Open Access,https://doi.org/10.1021/acs.inorgchem.5b02920
Expanding Horizons in Quantum Chemical Studies: The Versatile Power of MRSF-TDDFT,Seunghoon Lee|Woojin Park|Cheol Ho Choi,2025,32,Open Access,https://doi.org/10.1021/acs.accounts.4c00640
"Computational Study of the Curtius-like Rearrangements of Phosphoryl, Phosphinyl, and Phosphinoyl Azides and Their Corresponding Nitrenes",Ryan D. McCulla|Gamal A. Gohar|Christopher M. Hadad|Matthew S. Platz,2007,31,Open Access,https://doi.org/10.1021/jo0711687
Cr(I)–Cr(I)Terphenyl Bridged Complexes: ABroken-Symmetry DFT and Multideterminant CASSCF/NEVPT2 Handshake,Andrej Hlinčík (22389985)|Michal Malček (1738408)|Karol Lušpai (1747882)|Jozef Kožíšek (1738414)|Lukas Bucinsky (1584688),2025,0,Open Access,https://doi.org/10.1021/acsomega.5c06364.s001
<i>Ab initio</i> model potential embedded-cluster study of the ground and lowest excited states of Cr3+ defects in the elpasolites Cs2NaYCl6 and Cs2NaYBr6,Abdalla Al-Abdalla|Zoila Barandiarán|Luis Seijo|Roland Lindh,1998,40,Open Access,https://doi.org/10.1063/1.475610
Critical point search and linear response theory for computing electronic excitation energies of molecular systems. Part II. CASSCF,Laura Grazioli|Yukuan Hu|Tommaso Nottoli|Filippo Lipparini|Eric Cancès,2026,0,Open Access,
Methods and Models of Theoretical Calculation for Single-Molecule Magnets,Qian‐Cheng Luo|Yan‐Zhen Zheng,2021,20,Open Access,https://doi.org/10.3390/magnetochemistry7080107
Spin density accuracy and distribution in azido Cu(II) complexes: A source function analysis,Giovanni Macetti|Leonardo Lo Presti|Carlo Gatti,2018,12,Open Access,https://doi.org/10.1002/jcc.25150
Critical point search and linear response theory for computing electronic excitation energies of molecular systems. Part II. CASSCF,Laura Grazioli|Yukuan Hu|Tommaso Nottoli|Filippo Lipparini|Eric Cancès,2026,0,Open Access,https://doi.org/10.48550/arxiv.2604.13753
Actinide arene-metalates: 2. A neutral uranium bis(anthracenide) sandwich complex and elucidation of its electronic structure,Jesse Murillo|Rina Bhowmick|Katie L. M. Harriman|Alejandra Gómez‐Torres|Joshua Wright|Pere Miró|Alejandro J. Metta‐Magaña|Muralee Murugesu|Bess Vlaisavljevich|Skye Fortier,2022,11,Open Access,https://doi.org/10.1039/d2cc03238d
Experimental and theoretical study of the pyrrole cluster photochemistry: Closing the πσ* dissociation pathway by complexation,Viktoriya Poterya|Václav Profant|Michal Fárnı́k|Petr Slavı́ček|U. Buck,2007,40,Open Access,https://doi.org/10.1063/1.2754687
Reaction Mechanism of Manganese Superoxide Dismutase Studied by Combined Quantum and Molecular Mechanical Calculations and Multiconfigurational Methods,Martin Srnec|Francesco Aquilante|Ulf Ryde|Lubomı́r Rulı́šek,2009,55,Open Access,https://doi.org/10.1021/jp810247u
Theoretical electronic spectra of 2‐aminopurine in vapor and in water,Antonio Carlos Borin|Luis Serrano‐Andrés|Valdemir Ludwig|Kaline Coutinho|Sylvio Canuto,2006,21,Open Access,https://doi.org/10.1002/qua.20967
inZOR-ND: Comprehensive Validation for Automatic CASSCF Active Space Selection — 5 Benchmarks on 5 Molecular Systems,Dumitru Novic,2026,0,Open Access,https://doi.org/10.5281/zenodo.19151937
The study of actinide chemistry with multiconfigurational quantum chemical methods,Laura Gagliardi,2011,14,Open Access,https://doi.org/10.1002/qua.22992
Charge Transfer with a Spin. I: A Generalized CASSCF Framework for Investigating Charge Transfer in the Presence of Spin-Orbit Coupling,Alok Kumar|Zhen Tao|Joseph E. Subotnik|Tian Qiu,2026,0,Open Access,https://doi.org/10.48550/arxiv.2602.07746
Does the Sign of the Cu–Gd Magnetic Interaction Depend on the Number of Atoms in the Bridge?,Jean‐Pierre Costes|Carine Duhayon|Sonia Mallet‐Ladeira|Sergiu Shova|Laure Vendier,2016,24,Open Access,https://doi.org/10.1002/chem.201504238
"Investigation into the Effects of a Trigonal-Planar Ligand Field on the Electronic Properties of Lanthanide(II) Tris(silylamide) Complexes (Ln = Sm, Eu, Tm, Yb)",Conrad A. P. Goodwin|Nicholas F. Chilton|Louise S. Natrajan|Marie‐Emmanuelle Boulon|Joseph W. Ziller|William J. Evans|David P. Mills,2017,58,Open Access,https://doi.org/10.1021/acs.inorgchem.7b00664
Charge Transfer with a Spin. I: A Generalized CASSCF Framework for Investigating Charge Transfer in the Presence of Spin-Orbit Coupling,Alok Kumar|Zhen Tao|Joseph E. Subotnik|Tian Qiu,2026,0,Open Access,
"Potential energy functions of the X 2B1, Ã 2B2, B 2A1, and C 2A2 states of Cl2O+ and the X 1A1 state of Cl2O: Franck–Condon simulations of photoelectron bands of Cl2O which include anharmonicity",Foo‐Tim Chau|John M. Dyke|Edmond P. F. Lee|Daniel Kam‐Wah Mok,2003,24,Open Access,https://doi.org/10.1063/1.1554271
Effect of dynamic correlation on the ultrafast relaxation of uracil in the gas phase,Pratip Chakraborty|Yusong Liu|Thomas Weinacht|Spiridoula Matsika,2020,31,Open Access,https://doi.org/10.1039/d0fd00110d
"Femtosecond photodissociation dynamics of 1,4-diiodobenzene by gas-phase X-ray scattering and photoelectron spectroscopy",Brian Stankus|James Budarz|Adam Kirrander|David M. Rogers|Joseph S. Robinson|Thomas J. Lane|Daniel Ratner|Jerome Hastings|Michael P. Minitti|Peter Weber,2016,29,Open Access,https://doi.org/10.1039/c6fd00135a
Generalized molecular mechanics including quantum electronic structure variation of polar solvents. II. A molecular dynamics simulation study of water,Badry Bursulaya|Jonggu Jeon|Dominic A. Zichi|Hyung J. Kim,1998,40,Open Access,https://doi.org/10.1063/1.475725
Revisiting the Electronic Structure of Cobalt-Porphyrin Nitrene and Carbene Radicals with NEVPT2-CASSCF Calculations: Doublet versus Quartet Ground States,Nicolaas P. van Leest|Bas de Bruin,2021,0,Open Access,https://doi.org/10.26434/chemrxiv.14254289
CASSCF and CASMP2 study on the photoisomerization mechanisms of [tris(trialkylsilyl)silyl]cyclotetrasilene and related cyclobutene molecules,Ming-Der Su,2017,0,Open Access,https://doi.org/10.1039/c7ra00506g
"HDA-2+4 mechanism, TS1, cis + HCl, p=NH2 CASSCF(12,12) -1318.29262",Henry S. Rzepa,2018,0,Open Access,https://doi.org/10.14469/hpc/4520
inZOR-ND vs Random Search: Comparative Validation for CASSCF Active Space Discovery on Cr₂ with Multiple Geometries,Dumitru Novic,2026,0,Open Access,https://doi.org/10.5281/zenodo.19135910
Alternative Multi–reference State–specific Coupled Cluster Wave Functions,Ludwik Adamowicz|Jean‐Paul Malrieu|Vladimir V. Ivanov,2002,13,Open Access,https://doi.org/10.3390/i3050522
<i>Ab initio</i> quantum–chemical computations of the electronic states in HgBr2 and IBr: Molecules of interest on the Earth’s atmosphere,Sebastian P. Sitkiewicz|Josep M. Oliva|Juan Z. Dávalos|Rafael Notario|Alfonso Saiz‐Lopez|Diego R. Alcoba|Ofelia B. Oña|Daniel Roca‐Sanjuán,2016,19,Open Access,https://doi.org/10.1063/1.4971856
Polarizable embedding with a multiconfiguration short-range density functional theory linear response method,Erik D. Hedegård|Jógvan Magnus Haugaard Olsen|Stefan Knecht|Jacob Kongsted|Hans Jørgen Aa. Jensen,2015,32,Open Access,https://doi.org/10.1063/1.4914922
Toward Accurate Spin–Orbit Splittings from Relativistic Multireference Electronic Structure Theory,Zijun Zhao|Francesco A. Evangelista,2024,12,Open Access,https://doi.org/10.1021/acs.jpclett.4c01372
How to tame a palladium terminal oxo,Dominik Munz,2017,29,Open Access,https://doi.org/10.1039/c7sc05034h
Algorithm for Analytic Nuclear Energy Gradients of State Averaged DMRG-CASSCF Theory with Newly Derived Coupled-Perturbed Equations,Tsubasa Iino|Toru Shiozaki|Takeshi Yanai,2022,0,Open Access,https://doi.org/10.26434/chemrxiv-2022-zm9hv-v2
A 21st Century View of Allowed and Forbidden Electrocyclic Reactions,Qingyang Zhou|Garrett A. Kukier|Igor Gordiy|Roald Hoffmann|Jeffrey I. Seeman|K. N. Houk,2023,27,Open Access,https://doi.org/10.1021/acs.joc.3c02103
